CO_ENTIDADE,NO_ENTIDADE
26088584,EDUCANDARIO CORACAO DE JESUS
26088592,ESCOLA MUN DOM CARLOS GOUVEIA COELHO
26088606,ESCOLA DE REFERENCIA EM ENSINO MEDIO EMILIANO PEREIRA BORGES
26088673,ESCOLA MUNICIPAL JOAO ANTONIO PEREIRA GUEDES
26088711,ESCOLA MUNICIPAL PERDILIANO VELOSO BORBA
26088770,COLEGIO MUNICIPAL DR FABIO CORREA DE OLIVEIRA
26088789,GRUPO ESCOLAR MUNICIPAL SEVERINA DE MELO FREIRE
26169924,ESCOLA ARCO IRIS
26169932,INSTITUTO EDUCACIONAL DO REINO DE DEUS
26175568,ESCOLA MUL SENADOR MARCOS DE BARROS FREIRE
26180081,COLEGIO MUNICIPAL PAPA JOAO PAULO II
