CO_ENTIDADE,NO_ENTIDADE
26053756,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO ROTARY CLUB CARUARU
26053764,COLEGIO ATUAL DE CARUARU
26053810,CENTRO SOCIAL SAO JOSE DO MONTE
26053837,COLEGIO DIOCESANO DE CARUARU
26053845,ESCOLA TECNICA ESTADUAL DE CARUARU NELSON BARBALHO
26053853,ESCOLA DE REFERENCIA EM ENSINO MEDIO NICANOR SOUTO MAIOR
26053861,COLEGIO SAGRADO CORACAO
26053926,ESCOLA EM TEMPO INTEGRAL ALVARO LINS
26053950,EDUCANDARIO SANTA RITA DE CASSIA
26053969,EDUCANDARIO MENINO JESUS
26053993,COLEGIO ADVENTISTA DE CARUARU
26054019,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIA CAVALCANTI DE ALBUQUERQUE
26054027,ESCOLA DE REFERENCIA EM ENSINO MEDIO ARNALDO ASSUNCAO
26054043,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM MIGUEL DE LIMA VALVERDE
26054060,ESCOLA DOM VITAL - CARUARU
26054078,ESCOLA MUNICIPAL EVANGELICA REVERENDO GENESIO CAMPOS
26054094,ESCOLA DE REFERENCIA EM ENSINO MEDIO FELISBERTO CARVALHO
26054140,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA AUXILIADORA LIBERATO
26054183,ESCOLA MODELO INFANTIL SANTA JOANA
26054191,ESCOLA MUNICIPAL ANTONIA MARIA DA CONCEICAO COSTA
26054205,ESCOLA MUNICIPAL ANTONIO MARTINS
26054213,ESCOLA MUNICIPAL BELISIO CORDULA
26054256,ESCOLA MUNICIPAL DOM MIGUEL SEVERINO DE LIMA
26054272,ESCOLA MUNICIPAL DR OSCAR BARRETO
26054299,ESCOLA MUNICIPAL DR TABOSA DE ALMEIDA
26054302,ESCOLA MUNICIPAL FRANCELINO GUILHERME DE AZEVEDO
26054345,ESCOLA MUNICIPAL JOAO LUIZ TORRES
26054370,ESCOLA MUNICIPAL JOSE ANTONIO DE LEMOS
26054388,ESCOLA MUNICIPAL JOSE BARBOSA
26054434,ESCOLA MUNICIPAL JOSE RAIMUNDO SOBRINHO
26054469,ESCOLA MUNICIPAL MAJOR SINVAL
26054485,ESCOLA MUNICIPAL MANOEL HENRIQUE DA SILVA
26054493,ESCOLA MUNICIPAL MANOEL BANDEIRA
26054531,ESCOLA MUNICIPAL MARIA JOSE DE FRANCA
26054558,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA
26054604,ESCOLA MUNICIPAL PROFESSORA CACILDA SANTOS
26054612,ESCOLA MUNICIPAL PROFESSORA EUNICE TABOSA
26054647,ESCOLA MUNICIPAL MARIA DE LOURDES PEPEU
26054655,ESCOLA MUNICIPAL PROFESSORA MARIA BEZERRA TORRES
26054663,ESCOLA MUNICIPAL PROFESSORA MARIA CANDIDA
26054698,ESCOLA MUNICIPAL TOME CLAUDINO TORRES
26054701,ESCOLA MUNICIPAL SABINO JOSE PEREIRA DA SILVA
26054710,ESCOLA MUNICIPAL SAO JUDAS TADEU
26054728,ESCOLA MUNICIPAL VICENTE CORREIA
26054736,ESCOLA MUNICIPAL ALFREDO PINTO VIEIRA DE MELO
26054744,ESCOLA MUNICIPAL MESTRE VITALINO
26054752,ESCOLA MUNICIPAL PRESIDENTE KENNEDY
26054760,ESCOLA MUNICIPAL PROFESSOR JOSE FLORENCIO LEAO
26054779,ESCOLA MUNICIPAL PROFESSORA GIANETE SILVA
26054795,ESCOLA NOSSA SENHORA DO CARMO
26054809,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE ZACARIAS TAVARES
26054825,ESCOLA PROFESSORA JESUINA PEREIRA REGO
26054841,ESCOLA MUNICIPAL PROFESSOR LEUDO VALENCA
26054850,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MARIO SETTE
26054876,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR VICENTE MONTEIRO
26054884,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA ADELIA LEAL FERREIRA
26054914,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA ELISETE LOPES DE LIMA PIRES
26054949,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSORA ROSILDA MACIEL VIEIRA
26054965,ESCOLA PROFESSOR JOSE BIONE DE ARAUJO
26054973,ESCOLA MUNICIPAL PEDRO DE ANDRADE
26054990,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26055040,ESCOLA SANTO AMARO
26055082,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR LISBOA
26055090,ESCOLA CORACAO DE JESUS
26055104,COLEGIO CRISTO REI
26055120,ESCOLA EM TEMPO INTEGRAL REUNIDAS DUQUE DE CAXIAS
26055139,COLEGIO DOM BOSCO
26055147,ESCOLA MUNICIPAL DUQUE DE CAXIAS
26055171,ESCOLA FLAVIO VERAS DE LIMA
26055180,COLEGIO SAGRADA FAMILIA
26055198,COLEGIO INTERATIVO JARDIM DA CRIANCA
26055210,ESCOLA JOSE CARLOS FLORENCIO
26055244,ESCOLA MUNICIPAL MARIA ANUNCIADA RODRIGUES
26055260,ESCOLA MUNICIPAL JOEL PONTES
26055279,ESCOLA MUNICIPAL LANDELINO ROCHA
26055287,ESCOLA MUNICIPAL MARIA MARTINS DE MELO
26055295,ESCOLA MUNICIPAL PAULINA MONTEIRO
26055309,ESCOLA MUNICIPAL PROFESSORA SINHAZINHA
26055333,ESCOLA MUNICIPAL PEDRO DE SOUZA
26055350,ESCOLA REUNIDA CASA DO TRABALHADOR
26055368,ESCOLA IRMA SONIA
26055406,ESC SNTª MARIA DOS ANJOS CASA DA CRIANCA
26055422,ESCOLA MUNICIPAL TIPICA RURAL
