CO_ENTIDADE,NO_ENTIDADE
27034178,ESC MUNICIPAL DE EDUCACAO BASICA MARIA ANTONIA DOS REIS
27034186,ESC MUN DE EDUCACAO BASICA PAULO SOARES DE ALBUQUERQUE
27034208,ESC MUN DE EDUCACAO BASICA PROF PEDRO DE CARVALHO PEDROSA
27034224,ESC MUN DE EDUCACAO BASICA PROFª CELINA PEDROSA NAVARRO
27034232,ESC MUN DE EDUCACAO BASICA PROFª MERCIA SILVANA DE LIMA ALMEIDA
27034240,ESCOLA ESTADUAL CONEGO AMANDO GUSMAO
27034259,ESCOLA MUN DE EDUCACAO BASICA JOSE DE CARVALHO PEDROSA SOBRINHO
27046753,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS - PETI
27054080,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA CLEONILDES
27230309,CENTRO EDUCACIONAL INFANTIL PROFESSORA LUIZA DE SOUZA COSTA
