CO_ENTIDADE,NO_ENTIDADE
25087304,ECI EEM JOSE WILSON DE ALBUQUERQUE MELO
25087312,EMEFM DEP JOAO FERNANDES DE LIMA
25087347,ESC MUL JOAQUIM HERMINIO DOS SANTOS
25112171,ESC MUL INDUSTRIAL INFANTIL MANOEL FERNANDES DE LIMA
25114123,ESC MUL FRANCISCO BEZERRA DA COSTA
25116037,ESC MUL PROFA EUNICE ALVES DOS SANTOS
25126814,INSTITUTO EDUCACIONAL TIA DULCE
25130218,EMEIEF PROFESSORA BEATRIZ SILVA DO NASCIMENTO
25132970,ESCOLA CONFESSIONAL CAPIM KIDS LTDA
25239902,EPEIF CENTRO EDUCACIONAL MANOEL BENTO
