CO_ENTIDADE,NO_ENTIDADE
27021254,ESC MUN 31 DE MARCO
27021262,ESC MUN CLEONICE CLAUDINO
27021289,ESC MUN DERALDO CAMPOS
27021300,ESC MUN EUNICE DOLORES BRITO
27021319,ESC MUN JOAO BATISTA DOS SANTOS
27021327,ESC MUN JOAO FERREIRA NUNES
27021343,ESC MUN MANOEL AURELIANO LIMA
27021351,ESC MUN MANOEL PEREIRA FILHO
27021378,ESC MUN MARLUCE FERREIRA NUNES
27021386,ESC MUN MAXIMINO PONCIANO
27021416,ESC MUN SIQUEIRA CAMPOS
27021424,ESC MUN TARCISIO DE JESUS
27021467,ESCOLA ESTADUAL ANALIA TENORIO
27049515,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA GOMES DE ARAUJO
27050378,ESCOLA MUN SENADOR RUI PALMEIRA
27050394,ESCOLA MUNICIPAL JOSE TAVARES
27214702,ESC MUN ANDRE LIMA
27220281,ESC MUN DE ENSINO FUNDAMENTAL DR EUCLIDES BOIA
27221156,ESC MUN FRANCISCO BEZERRA DE ARAUJO
