CO_ENTIDADE,NO_ENTIDADE
26017571,EREF DR DIOMEDES GOMES LOPES
26017580,ESCOLA MUNICIPAL ELPIDIO LEANDRO DA SILVA
26017598,ESCOLA ESTADUAL JOAQUIM ALVES DE FREITAS
26017610,ESCOLA MUNICIPAL JOSE ALVES TORRES
26017636,ESCOLA MUNICIPAL MESTRE ANTONIO FELIPE
26017644,ESCOLA MUNICIPAL MONSENHOR ANTONIO DE PADUA
26017660,ESCOLA MUNICIPAL JOSE LUIZ DE FRANCA
26017725,ESCOLA MUNICIPAL COMUNITARIA EDVALDO SEBASTIAO DA SILVA
26017750,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA ROSETE BEZERRA DE SOUZA
26017814,GRUPO ESCOLAR NACOES UNIDAS
26017857,ESCOLA MUNICIPAL JOSE VIRGINIO NUNES
26017865,ESCOLA MUNICIPAL DANIEL GOMES DOS SANTOS
26017890,ESCOLA MUNICIPAL MANOEL CESARIO DE OLIVEIRA
26017920,ESCOLA MUNICIPAL SAO VICENTE
26017962,ESCOLA MUNICIPAL PROFESSORA JUDITE BEZERRA DA SILVA
26017970,ESCOLA MUNICIPAL SANTA IZABEL
26017997,ESCOLA MUNICIPAL SANTO ANTONIO DE PADUA
26151804,ESCOLA MUNICIPAL SERRA DO POVO
26189119,CEI JOSE TORRES LOPES
