CO_ENTIDADE,NO_ENTIDADE
27011852,ESCOLA MUNICIPAL DE EDUCACAO BASICA LICEU CACIMBINHENSE
27011860,CENTRO MUNICIPAL DE EDUCACAO INFANTIL LEANDRA BARROS CAVALCANTE
27011984,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE CALADO CAVALCANTE
27012026,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CORONEL DEZINHO DUARTE
27012034,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL HONORIO RODRIGUES DA MOTA
27012085,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE PINHEIRO DA SILVA
27012115,ESCOLA ESTADUAL MUNIZ FALCAO
27012131,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PADRE MEDEIROS NETO
27050530,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR JOAO BOSCO MENEZES EVARISTO
27053466,CENTRO DE EDUCACAO INFANTIL MARIA DE ARAUJO BATALHA
27222055,CENTRO MUNICIPAL DE EDUCACAO INTANTIL ELIZA CAVALCANTE ALBUQUERQUE
27224252,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ODILON PEREIRA LIMA
27224279,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO OLIVEIRA DOS REIS
27238806,CENTRO EDUCACIONAL PROFESSORA DARCY DUARTE DE AMORIM
