CO_ENTIDADE,NO_ENTIDADE
27005771,ESCOLA MUNICIPAL PEDRO FELIX DE MELO
27005780,ESCOLA MUNICIPAL FRANCISCO CAVALCANTE
27005798,ESCOLA MUNICIPAL MANOEL JANUARIO CARVALHO
27005801,ESCOLA MUNICIPAL PEDRO NOGUEIRA
27005810,ESCOLA MUNICIPAL PRESIDENTE GETULIO VARGAS
27005828,ESCOLA MUNICIPAL ANTONIO DE FREITAS MACHADO
27005836,ESCOLA MUNICIPAL DEPUTADO ANTONIO FERREIRA
27005852,ESCOLA ESTADUAL MANOEL PEREIRA FILHO
27005860,ESCOLA MUNICIPAL PROFESSORA NADEJE SILVA
27005887,ESCOLA MUNICIPAL MANOEL REGO
27005895,ESCOLA MUNICIPAL MANOEL MATIAS COSTA
27005909,ESCOLA MUNICIPAL JUVINO DA LUZ
27005917,ESCOLA MUNICIPAL PROFESSOR JOSE MEDEIROS
