CO_ENTIDADE,NO_ENTIDADE
24044695,EM ALICE GARCIA FREIRE ENS 1 GRAU
24044709,ESCOLA ESTADUAL JOAO ALVES DE MELO
24044717,ESCOLA ESTADUAL NATALIA FONSECA
24044733,E ISOLADA PIO X
24044741,EM ALUIZIO BEZERRA
24044750,EM CEL SEVERINO BEZERRA
24044768,EM CICERO CAETANO
24044776,EM DEMETRIO SOARES
24044784,EM FRANCISCO VENANCIO
24044814,ESC MUL JULIA FERNANDES
24044822,EM MAE STA
24044830,EM MANOEL AMARO DE LIMA
24044857,EM MARIA DE LOURDES F DE CARVALHO
24044865,EM MENINO JESUS
24044890,EM SAO JOAO
24044903,EM SEVERINA AZEVEDO
24044946,JARDIM ESCOLA RENASCER
24044954,CRECHE MUL DE EDUCACAO INFANTIL JULITA BEZERRA DE AZEVEDO
24082015,EM PEDRA REDONDA
24085472,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA DE LOURDES SILVA DE MELO
24162205,CENTRO DE ATIVIDADE COMPLEMENTAR-PETI- BOM JESUS
24282316,ESCOLA MUNICIPAL DIA AZEVEDO
