CO_ENTIDADE,NO_ENTIDADE
24062812,EE CLOVIS LISBOA
24062820,ESCOLA ESTADUAL MEIROZ GRILO
24062839,ESCOLA ESTADUAL PROFESSOR JOSE MAMEDE
24062847,ESCOLA ESTADUAL PROFESSOR WILSON ROCHA ENS DE 1 GRAU
24062855,E ISOLADA MESTRE JOAQUIM
24062863,E ISOLADA PROFESSOR MANOEL LAURENTINO
24062880,EM DR HELIO GALVAO ENS MEDIO E FUNDAMENTAL
24062898,EM DE PIAU
24062901,EM JOAQUIM DELVITO
24062910,EM MARIA ZULMA DE CARVALHO LOPES
24062928,EM PADRE ARMANDO DE PAIVA
24062936,EM JOSE JERONIMO GALVAO
24062944,ESCOLA MUNICIPAL VICENCIA CASTELO
24062952,EM PRESIDENTE COSTA E SILVA
24070459,JARDIM ESCOLA VIDA FELIZ
24080438,COLEGIO EL-SHADAI
24084980,CENTRO EDUCACIONAL PIPA
24089184,ESCOLA EL ELION
24094803,ESCOLA ESPACO MATURI
24301310,ESCOLA MUNICIPAL DOMITILA CASTELO DA SILVA
