CO_ENTIDADE,NO_ENTIDADE
26074052,ESCOLA ANTONIO FRANCISCO DA SILVA
26074060,ESCOLA ANTONIO TAVARES DE LIMA
26074079,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTA CORDEIRO DE MELO
26074095,ESCOLA JOSE ATANASIO DE OLIVEIRA
26074117,ESCOLA MANOEL HONORATO DAS NEVES
26074125,ESCOLA MANOEL JOAO DE MELO
26074141,ESC MUL DE ENS FUND PROFESSOR SEBASTIAO TIAGO
26074150,ESCOLA MUNICIPAL DOM PEDRO II
26074168,ESCOLA MUL VALDEMAR TINO DE MEDEIROS
26074176,ESCOLA NELLY COSTA MEDEIROS
26074184,ESCOLA NOSSA SENHORA DAS DORES
26074192,ESCOLA PEQUENO PRINCIPE
26074206,ESCOLA PRESIDENTE MEDICI
26074214,ESCOLA PROFESSORA EDWIRGENS FALCAO DE OLIVEIRA
26074222,ESCOLA SAO JOAO
26074230,ESCOLA SAO JOSE
26074249,ESCOLA TANCREDO DE ALMEIDA NEVES
26074257,ESCOLA TIRADENTES
26074265,ESCOLA ARTUR DA COSTA E SILVA
26074273,CARIOLANO PINTO
26074281,GRUPO ESCOLAR PEDRO CEZARIO DE SOUZA
26148080,ESCOLA PADRE PEDRO HODES
26149966,ESCOLA JULIA MARIA
26159139,CENTRO DE EDUCACAO INFANTIL LEONIDES FALCAO DE OLIVEIRA
26167638,ESCOLA PROFESSORA MARIA CELIA BARROS MELO
