CO_ENTIDADE,NO_ENTIDADE
26068397,ESCOLA INTERMEDIARIA PE NICOLAU PIMENTEL
26068427,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA MARILENE CHAVES DE SANTANA
26068435,ESCOLA REINO INFANTIL
26068443,ESCOLA INT MANOEL ANTONIO DE AGUIAR
26068451,ESCOLA MUNICIPAL FRANCISCO COELHO DA SILVEIRA
26068460,GRUPO MUNICIPAL JOAQUIM NABUCO
26068494,GRUPO ESCOLAR SEVERINO DAVID
26068508,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO INACIO
26068532,GRUPO ESCOLAR ENEAS DUTRA
26068540,GRUPO ESCOLAR JOSE MATIAS
26068575,GRUPO MUL ALANISE BARROS
26068583,GRUPO MUL CONEGO PEDRO DE SOUSA LEAO
26068605,ESCOLA MUNICIPAL JOAO MURILO DE OLIVEIRA
26068613,GRUPO MUL PE MANOEL DA NOBREGA
26068621,GRUPO MUL PROFº MARGARIDA RAMALHO
26068648,GRUPO MUNICIPAL SEVERINO ALMEIDA
26068664,GRUPO MUNICIPAL VIRGINIA HERACLIO
26068672,GRUPO MUNICIPAL JOAO CHEU
26068699,ESCOLA MUNICIPAL MANOEL BELO
26068702,GRUPO MUNICIPAL PRESIDENTE MEDICI
26136882,ESCOLA MUNICIPAL IVA FERREIRA DE SOUZA
26141159,ESCOLA RAQUEL VASCONCELOS
26141167,ESCOLA AMERICANA BATISTA
26156253,ESCOLA CONSTRUINDO O SABER
26158698,CRECHE MUNICIPAL CLOTILDE MARIA
26190761,ESCOLA PEQUENO APRENDIZ
26350610,PETI
