CO_ENTIDADE,NO_ENTIDADE
27010783,CENTRO DE EDUCACAO INFANTIL CORACAO DE MARIA
27010902,ESCOLA MUNICIPAL DE EDUCACAO BASICA PONCIANO MACHADO VILAR
27011070,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL FLORENCIO DOS SANTOS
27011089,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR IZIDRO PEREIRA FILHO
27011100,ESCOLA ESTADUAL ANGELO DE ABREU
27011119,ESCOLA MUNICIPAL ELISA ABREU
27011135,ESCOLA MUNICIPAL DE EDUCACAO BASICA LUIZ JOSE GREGORIO
27011143,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL MELO DE ABREU
27011178,ESCOLA ESTADUAL PADRE ANTONIO DUARTE
27011224,NUCLEO INFANTIL EDNALDO MIGUEL DA SILVA - DAONE
27050874,ESCOLA DE EDUCACAO BASICA PINGO DE GENTE
27050882,CENTRO DE EDUCACAO INFANTIL DOMICIO SILVA
27052150,COLEGIO PROFESSOR VALDEMAR FARIAS ABREU
27053628,CENTRO DE EDUCACAO INFANTIL TURMA DA MONICA
27054101,CRECHE MARIA INES DUARTE
27216632,COLEGIO IMACULADA CONCEICAO
27218139,NUCLEO INFANTIL ALVINA LAVINIA ABREU
27221890,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA AUGUSTA SILVA MELO
27356019,ESCOLA DE ENSINO FUNDAMENTAL SANTA IZABEL
