CO_ENTIDADE,NO_ENTIDADE
27020819,ESCOLA ESTADUAL SANTOS FERRAZ
27020843,ESCOLA MUNICIPAL DE EDUCACAO BASICA DUQUE DE CAXIAS
27020878,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARECHAL DEODORO DA FONSECA
27020894,ESCOLA MUNICIPAL NOSSA SRA DA CONCEICAO
27020908,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SRA DO PATROCINIO
27020916,ESCOLA MUNICIPAL PROFESSORA ZULEIKA BERTHO DA SILVA
27020924,ESCOLA MUNICIPAL DE EDUCACAO BASICA MENINO JESUS DE PRAGA
27020932,ESCOLA MUNICIPAL DOM SEBASTIAO LEME
27020967,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA DIVONETE CAVALCANTE DE ALBUQUERQUE
27020983,ESCOLA MUNICIPAL DE EDUCACAO BASICA FLORIANO DE CASTRO
27020991,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO MADEIRO
27021009,ESCOLA MUNICIPAL DE EDUCACAO BASICA BARAO DO RIO BRANCO
27021017,ESCOLA MUNICIPAL DE EDUCACAO BASICA BERNADETE BARBOSA DE OLIVEIRA
27021025,ESCOLA MUNICIPAL DE EDUCACAO BASICA CRAVEIRO COSTA
27021033,ESCOLA MUNICIPAL DE EDUCACAO BASICA CRISTOVAO COLOMBO
27021041,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA REGINA ROCHA
27021050,ESCOLA MUNICIPAL DE EDUCACAO BASICA EDGAR TENORIO DE LIMA
27021084,ESCOLA MUNICIPAL DE EDUCACAO BASICA MONSENHOR EPITACIO RODRIGUES
27021114,ESCOLA MUNICIPAL DE EDUCACAO BASICA MACHADO DE ASSIS
27021122,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARECHAL FLORIANO PEIXOTO
27021130,ESCOLA MUNICIPAL MANOEL BARBOSA DA SILVA
27021149,ESCOLA MUNICIPAL DE EDUCACAO BASICA MIGUEL G DA COSTA
27021165,ESCOLA MUNICIPAL PRESIDENTE KENNEDY
27021173,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR LUIZ CARLOS
27021211,ESCOLA MUNICIPAL DE EDUCACAO BASICA TENENTE TENORIO
27021238,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA IRACI TEOFILO DE CASTRO
27021246,ESCOLA MUNICIPAL URSULINO BARBOSA
27049671,CENTRO INCLUSIVO PROFESSORA TEREZA NELMA PORTO
27054918,CRECHE MUNICIPAL PROFESSORA MARIA GENILZA COSTA
27055264,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO PROFESSOR JOSE MAXIMO FILHO
27221091,ESCOLA MUNICIPAL E CRECHE CASULO JULIA PALMEIRA
27224112,ESC MUNICIPAL E CRECHE MARIA GORETE SOARES DE ALENCAR
