CO_ENTIDADE,NO_ENTIDADE
26075369,ASSOCIACAO DE PAIS E A DOS EXCEPCIONAIS
26075377,ESCOLA PADRE DEHON
26075385,ESCOLA DE REFERENCIA EM ENSINO MEDIO FRANCISCO MADEIROS
26075393,CENTRO SOCIAL MONSENHOR CALLOU
26075431,COLEGIO DIOCESANO DE GARANHUNS
26075440,COLEGIO PRESBITERIANO QUINZE DE NOVEMBRO
26075458,COLEGIO MONS ADELMAR DA MOTA VALENCA
26075466,COLEGIO MUNICIPAL PE AGOBAR VALENCA
26075474,COLEGIO SANTA SOFIA
26075490,CRECHE MACONICA BENEF MARTA A CAVALCANTE
26075504,ESCOLA MUNICIPAL RANSER ALEXANDRE GOMES
26075539,EDUCANDARIO MONTE SINAI
26075547,EDUCANDARIO SANTA ALICE
26075555,EDUCANDARIO PADRE CICERO
26075563,EDUCANDARIO CECILIA MEIRELES
26075571,EDUCANDARIO SANTA TEREZINHA
26075598,EDUCANDARIO SAO SEBASTIAO
26075610,COLEGIO SANTA JOANA DARC LTDA
26075628,EDUCANDARIO SANTA LUZIA
26075636,ESCOLA ANA BARROS
26075644,ESCOLA BATISTA DA ESPERANCA
26075652,ESCOLA SAO CAMILO
26075660,ESCOLA SANTA MARIA
26075679,ESCOLA DOM EXPEDITO LOPES
26075687,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM JOAO DA MATA AMARAL
26075709,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DOM JUVENCIO BRITTO
26075733,ESCOLA DUQUE DE CAXIAS
26075750,ESCOLA ADVENTISTA DE GARANHUNS
26075768,ESCOLA DE REFERENCIA EM ENSINO MEDIO HENRIQUE DIAS
26075806,ESCOLA LUIS DE SOUZA CAVALCANTI
26075830,ESCOLA MARIA AURINEIDE MARTINS ACIOLI
26075881,ESCOLA MUNICIPAL PROFESSORA GABRIELA MISTRAL
26075890,ESCOLA MUNICIPAL PROFESSORA GISELDA VIEIRA BELO
26075903,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR JERONIMO GUEIROS
26075911,ESCOLA PROFESSORA ELISA COELHO
26075920,ESCOLA PROFESSORA ELVIRA VIANA
26075962,ESCOLA RUI BARBOSA
26075970,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SAO CRISTOVAO
26075989,ESCOLA SAO JOSE - GARANHUNS
26075997,ESCOLA SENADOR ADERBAL JUREMA - GARANHUNS
26076020,ESCOLA SILVINO ALMEIDA DE OLIVEIRA
26076047,ESCOLA SIMOA GOMES
26076055,ESCOLA SANTO AGOSTINHO
26076071,ESCOLA VIRGILIA GARCIA BESSA
26076080,ESCOLA ABILIO CAMILO VALENCA
26076101,ESCOLA BEZERRA DE MENEZES
26076110,ESCOLA MUNICIPAL CABO COBRINHA
26076128,ESCOLA DEOCLECIANO MONTEIRO GUEDES
26076152,ESCOLA FRANCISCO PEREIRA LOPES
26076179,ESCOLA JOSE BAIA DA SILVA
26076187,ESCOLA MUNICIPAL JOSE BRASILEIRO VILA NOVA
26076241,ESCOLA ESTADUAL PROFESSORA SILVIA CALADO
26076250,ESCOLA DE REFERENCIA EM ENSINO MEDIO VIRGEM DO SOCORRO
26076314,ESCOLA MUNICIPAL PROFESSOR MARIO MATOS
26076322,ESCOLA ARTUR BRASILIENSE MAIA
26076349,ESCOLA JOAO PESSOA
26076357,ESCOLA INSTITUTO PRESBITERIANO DE HELIOPOLIS
26076373,ESCOLA FRANCINO ALBINO DA SILVA
26076420,ESCOLA JOSE ROSENDO BARBOSA
26076438,ESCOLA MUNICIPAL JULIAO CAPITO FILHO
26076470,EFITI JOSE FERREIRA SOBRINHO
26076551,ESCOLA SALOMAO RODRIGUES VILELA
26076560,ESCOLA ANTONIO ADEILDO FERREIRA
26076624,ESCOLA ERNESTO GUEIROS
26076667,ESCOLA MANOEL CORREIA EVANGELISTA
26076691,ESCOLA OSCAR FRANCISCO DA SILVA
26076713,ESCOLA ANALIA DE SOUZA SANTOS
26076721,ESCOLA ANTONIO ALVES CAVALCANTE
26076756,ESCOLA ANTONIO FIRMINO DA SILVA
26132230,ESCOLA DE APLICACAO PROFESSORA IVONITA ALVES GUERRA
26133753,CENTRO DE REAB E EDUCACAO ESPECIAL LIONS CLUB
26135573,ESC MUN PROFESSOR ANTONIO GONCALVES DIAS - CAIC
26138077,ESCOLA MUNICIPAL JAIME LUNA
26147980,ESCOLA MARIA TAVARES DO NASCIMENTO
26148099,EDUCANDARIO RACHEL DE QUEIROZ
26149460,ESCOLA SAO FRANCISCO DE ASSIS
26151260,EDUCANDARIO SANTA RITA DE CASSIA
26151278,EDUCANDARIO JOSE RODRIGUES
26151286,EDUCANDARIO VINICIUS DE MORAES
26152622,EDUCANDARIO SANTO ANDRE
26152886,IFPE - CAMPUS GARANHUNS
26155893,EDUCANDARIO SANTA IZABEL
26155915,ESCOLA SALTO PARA O FUTURO
26155923,EDUCANDARIO SAGRADA FAMILIA
26155931,INSTITUTO ALFA
26155958,LAR DA CRIANCA SANTA MARIA
26155966,EDUCANDARIO SAO COSME E SAO DAMIAO - ESCOLA CASTELO MAGICO
26155982,EDUCANDARIO NOSSA SENHORA DA CONCEICAO
26159333,ESCOLA AVANCAR
26159350,EDUCANDARIO NOSSA SENHORA DE FATIMA
26159368,ESCOLINHA EL SHADAY
26159376,ESCOLA ROSA MISTICA
26160668,ESCOLA SAO MATEUS
26167646,SERVICO SOCIAL DO COMERCIO - SESC
26167700,SENAC CENTRO DE FOR PROFS JOSE HENRIQUE DE BARROS
26167719,ESCOLA MONTEIRO LOBATO
26167727,EDUCANDARIO SANTA CLARA
26167735,EDUCANDARIO JOSE DE ALENCAR
26168278,ESCOLA ESTACAO DA CRIANCA
26169126,ESCOLA MONSENHOR TARCISIO FALCAO
26169134,CRECHE - ESCOLA SANTA CLARA - NUSTACAF
26172046,ESCOLA MUNICIPAL GENERAL SAMPAIO
26174405,ESCOLA MUNICIPAL PROFESSOR LETACIO BRITO PESSOA
26174413,ESCOLA MUN PROFª AMELIA MARIA C DE MELO TAVARES
26174421,CENTRO EDUCACIONAL JARDIM DO EDEN
26174430,EDUCANDARIO WALT DISNEY
26174448,EDUCANDARIO MENINO JESUS
26178532,ESCOLA MUNICIPAL PROFESSOR LUIZ TENORIO DE CARVALHO
26178559,ESCOLA SABER CRESCER
26178702,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE GARANHUNS
26180960,ESCOLA MUNICIPAL INSTITUTO BIBLICO DO NORTE
26181100,ESCOLA MUNICIPAL INSTITUTO PRESBITERIANO DE HELIOPOLIS
26181720,CENTRO TECNOLOGICO INSTITUTO DE LATICINIOS DO AGRESTE
26181738,ESCOLA TECNICA SENAI GARANHUNS EURIDICE FERREIRA DE MELO - DONA LINDU
26181754,ESCOLA JEAN PIAGET
26181800,ESCOLA PROFESSOR PETRONIO FERNANDES DA SILVA
26182521,CRECHE LUCIA HELENA
26183064,ESCOLA NOVO HORIZONTE
26184575,ESCOLA PROFA VALENTINA DE OLIVEIRA FIGUEIREDO
26186233,CMEI- PROFESSORA GIRLANE LIRA DE SANTANA
26188317,CENTRO TECNICO PERNAMBUCANO - CETEC
26188538,ESCOLA TECNICA ESTADUAL ARIANO VILAR SUASSUNA - GARANHUNS
26188880,CENTRO DE ENSINO GRAU TECNICO - UNIDADE GARANHUNS
26189305,EFITI PREFEITO AMILCAR DA MOTA VALENCA
26189313,CRECHE REVERENDO EZEQUIEL VENTURA DOS SANTOS
26189542,INSTITUTO MONTESSORI DE EDUCACAO
26190591,ESCOLA PROFESSORA LUZINETTE LAPORTE DE CARVALHO
26190648,ESCOLA PADRE GABRIEL HOFSTEDE
26190893,CENTRO DE ENSINO NOVA DIMENSAO
26191040,AQUARELA CENTRO EDUCACIONAL
26191172,ESCOLA PRIMEIROS PASSOS CAMPOS SALES
26191326,CMEI PROFESSORA MARIA VICENTE DE SOUZA
26191350,TODDLING STEPS
26191890,UNIC - UNIVERSIDADE DA CRIANCA
26191997,CRECHE MUNICIPAL DE EDUCACAO INFANTIL ZILDA ARNS NEUMANN
26192055,CRECHE PROFESSOR RODRIGO FREITAS DE SANTANA
26192071,CMEI- CENTRO DE EDUCACAO INFANTIL GOVERNADOR MIGUEL ARRAES DE ALENCAR MIGUELZINHO
26192284,EFITI FRANCISCO MANOEL DE TORRES FILHO
26192462,CRECHE PROFESSOR RAFAEL CRISTIANO LOPES DA SILVA
26192640,COLEGIO SANTA SOFIA - ANEXO
26212803,EFITI ESCOLA GOVERNADOR MIGUEL ARRAES DE ALENCAR
26464772,CRECHE BETHESDA
26476738,COLEGIO NOVO HELIOPOLIS
26488736,CRECHE SANTA TEREZINHA DO MENINO JESUS MONSENHOR NELSON
