CO_ENTIDADE,NO_ENTIDADE
26086395,COL MUL OSVALDO BENICIO VAZ CAVALCANTI
26086409,ESC INTERMEDIARIA JOSE ANDRADE GUEDES
26086417,ESCOLA INTERMEDIARIA VITORIA TENORIO VAZ
26086433,ESCOLA MUL JOSE VITORINO DE CARVALHO
26086620,GRUPO ESCOLAR FELISMINO GUEDES
26086638,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI EPIFANIO
26086697,ESCOLA MANOEL QUINTINO
26086778,GRUPO ESC SEBASTIAO JOSE DO NASCIMENTO
26144433,CRECHE MONSENHOR JOSE ESCOREL DE ARAUJO
26151243,CENTRO EDUCACIONAL FREI DAMIAO LTDA
26181894,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PEDRO ANANIAS DE MELO
26186748,ESCOLA MENINO JESUS
26187698,CRECHE MUNICIPAL MARIA DO CARMO DE ALMEIDA
