CO_ENTIDADE,NO_ENTIDADE
25061399,CRECHE CASULO SAO FRANCISCO
25061402,ECI PREFEITO FRANCISCO A SILVA
25061429,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GERALDO LUIZ DE ARAUJO
25061445,E M E F INTEGRAL FRANCISCO APOLINARIO DA SILVA
25061542,GR ESC EZEQUIEL VIEIRA
25061569,GR ESC JOAO IZIDRO DOS SANTOS
25061593,GR ESC MODELO
25061607,GR ESC SEVERINO BARBOSA
25111922,INST EDUC SAGRADO CORACAO DE MARIA
25114301,EMEI SAGRADO CORACAO DE JESUS
25132148,INSTITUTO EDUCACIONAL CICERO BALBINO DO CARMO
25133578,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL MARIA DAS GRACAS BARROS DE BRITO
