CO_ENTIDADE,NO_ENTIDADE
25063294,EMEIF JOSE CABRAL
25063324,EMEIF MANOEL V DE MOURA
25063359,EEEFM DESEMBARGADOR ARTHUR VIRGINIO DE MOURA
25063405,ECIT POETA MARIO VIEIRA DA SILVA
25063529,EMEIF DR PEDRO TAVARES
25063600,EMEIF PADRE CICERO R BATISTA
25063642,EMEIF OSORIO SUDERIO SILVA
25063758,EMEIF JOAO FERNANDES DE ARAUJO
25063804,EMEIF SAO SEBASTIAO
25063820,EMEIF DEODATO SOBRAL
25063863,EMEIF ALDO ARRUDA CAMARA
25063979,EMEIF SEVERINO RICARDO DE ARAUJO
25114026,EMEIF INDEPENDENCIA
25126091,CRECHE DIVINA GLORIA
25146408,EMEIF ASCENDINO MOURA
