CO_ENTIDADE,NO_ENTIDADE
27002934,ESCOLA MUNICIPA DE EDUCACAO BASICA SANTA ISABEL
27002950,ESCOLA ESTADUAL DE EDUCACAO BASICA DE PARICONHA
27002969,ESCOLA MUNICIPAL DE EDUCACAO BASICA ALVARO PAES
27002977,ESCOLA MUNICIPAL DE EDUCACAO BASICA CONEGO NICODEMOS
27002985,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM PEDRO II
27002993,ESCOLA MUNICIPAL DE EDUCACAO BASICA EUCLIDES DA CUNHA
27003000,ESCOLA MUNICIPAL DE EDUCACAO BASICA LUIS SANDES
27003019,ESCOLA MUNICIPAL DE EDUCACAO BASICA LUIZ FLORENCIO BARROS
27003027,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PADRE EPIFANIO MOURA
27003035,ESCOLA MUNICIPAL DE EDUCACAO BASICA MONSENHOR SEBASTIAO ALVES BEZERRA
27003043,ESCOLA MUNICIPAL DE EDUCACAO BASICA SABINO ROMARIZ
27003051,ESCOLA MUNICIPAL EDUCACAO BASICA SAO CRISTOVAO
27003060,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO PEDRO
27003078,ESCOLA MUNICIPAL DE EDUCACAO BASICA SETE DE SETEMBRO
27003086,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA CRUZ
27003094,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA HELENA
27003108,ESCOLA INDIGENA JOSE CARAPINA
27003132,ESCOLA MUNICIPAL DE EDUCACAO BASICA PAULO VI
27047776,ESCOLA ESTADUAL INDIGENA JUVINO HENRIQUE DA SILVA
27048578,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA CLEOFA DA SILVA
27048586,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ISAURA ANGELICA DOS SANTOS
27048594,ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANCISCO IGINO DE MORAES
27048608,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTINA AMERICA DA CONCEICAO
27048616,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO CORREIA SOBRINHO
27054764,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR PEDRO JOSE DE LIMA
27213811,ESCOLA MUNICIPAL DE EDUCACAO BASICA PAULO EDMILSON ANDRADE E SILVA
