CO_ENTIDADE,NO_ENTIDADE
25000020,CRECHE INTEGRADA MARIA DO SOCORRO LINHARES
25000047,ECI NOSSA SENHORA DA CONCEICAO
25000055,EEEFM AMERICO MAIA
25000063,EMEIF PREFEITO PLINIO FORTE MAIA
25000110,ESC MUL FRANCISCO DA CUNHA
25000160,ESCOLA MEIF PROFESSOR RAIMUNDO SEVERINO ANDRADE
25000217,ESC MUL FRANCISCA INGRACA DA CONCEICAO
25000225,ESCOLA DR GENIVAL LACERDA DA CUNHA
25000268,GR ESC JOAO MENDES DE ARAUJO
25000306,EMEF ANA RITA TRIGUEIRO DE FREITAS LINHARES
25000764,ESC MUL BENEDITO VERAS SALDANHA
25115383,EEF FATIMA THEREZA LEAO MAIA
25129082,CENTRO DE DESENVOLVIMENTO INFANTIL MARINEIDE MAIA LEITE DA CUNHA
