CO_ENTIDADE,NO_ENTIDADE
25030540,COLEGIO MONTEIRO LOBATO
25030558,ESC CRECHE SANTA CLARA DE ASSIS
25030566,EEEM ADALGISA TEODULO DA FONSECA
25030620,EEEF CHAGAS SOARES
25030647,EEEF DR MANOEL DINIZ
25030655,EEEF PE DINIZ
25030698,EEEF SIMEAO LEAL
25030736,EMEIFJOSE BERNARDINO DOS SANTOS
25030841,EMEF JOAQUIM GOMES DE MELO
25030876,EMEF JOSINO RICARTE DA SILVA
25030965,EMEF SANTA MONICA
25031082,EMEIF SEVERINO LEITE FERREIRA
25031155,ECI FRANCELINO DE ALENCAR NEVES
25031163,INSTITUTO EDUCACIONAL PROFESSORA LAURA ARAUJO
25031244,EMEIF JUSTINA EMILIA CRIZANTO
25031252,EMEIF JOAQUIM MARTINS VIEIRA
25031260,EMEF JOSE RODRIGUES PITA
25031309,EMEIF SERAPIAO PINTO DE SOUSA
25031317,EMEIF MIGUEL ALVES DA SILVA
25031350,EMEIF JACINTA CHAVES PAULO
25103253,COLEGIO DIOCESANO DOM JOAO DA MATA
25105205,EMEIF EDITE FONSECA RODRIGUES
25113356,COLEGIO BATISTA DE ITAPORANGA
25119125,CRECHE COMUNITARIA PROMOTORA EDILMA LEITE CAVALCANTE OLIMPIO
25125737,INSTITUTO TECNOLOGICO DA PARAIBA LTDA - ITEC - PB
25128230,CRECHE MARIA NOBREGA AGUIAR DE SA
25128620,IFPB - CAMPUS ITAPORANGA
25130269,ECIT ITAPORANGA
25130994,EMEIF ANTONIO ZACARIAS DE SOUZA
25133497,CENTRO EDUCACIONAL EDUCARE
25249932,INSTITUTO EDUCACIONAL PETRONIO ARAUJO
