CO_ENTIDADE,NO_ENTIDADE
25029789,ECIT PROFESSORA ADILINA DE SOUZA DINIZ
25029797,EEEF JOANA ABILIO PEGADO
25029835,EMPG EDINALVA DE OLIVEIRA MARQUES FRANCO
25029851,GR MUL JOAO GALDINO DE SOUSA
25029940,EMPG JOSE ANTONIO BARROS
25029983,GR MUL PEDRO PEREIRA DE ALCANTARA
25030051,GR ESC MUL PEDRO FORTUNATO
25030060,GR MUL ANTONIO BARROS DA SILVA
25030086,GR MUL RAIMUNDO CARTAXO
25030108,EEEF DR ERNESTO DE SOUSA DINIZ
25103857,CRECHE E PRE ESC MUL RICARDO ARAKEN ABILIO PEGADO
25105299,EMEEF JOAO OLEGARIO DA SILVA
25115812,EMEIF CICERO ABILIO DE SOUSA
25115820,EMEF MESTRE MANDU
25126237,EMEIF ASSENTAMENTO LAMPIAO
25126598,COLEGIO BATISTA DE DIAMANTE
25156802,INSTITUTO EBENEZER
