CO_ENTIDADE,NO_ENTIDADE
27003183,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA DULCE CAVALCANTE FEITOZA
27003213,ESCOLA ESTADUAL WATSON CLEMENTINO DE GUSMAO SILVA
27003221,ESCOLA ESTADUAL LUIZ AUGUSTO DE AZEVEDO DE MENEZES
27003299,ESCOLA MUNICIPAL DE EDUCACAO BASICA DUQUE DE CAXIAS
27003302,ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR AFRANIO SALGADO LAGES
27003329,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE
27003370,ESCOLA MUNICIPAL DE EDUCACAO BASICA OLHO DAGUINHA
27003388,ESCOLA MUNICIPAL DE EDUCACAO BASICA IRMA DULCE
27003418,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE CORREIA DOS SANTOS
27003426,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JUSCELINO KUBITSCHEK DE OLIVEIRA
27003434,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOUTOR ANTENOR CORREIA SERPA
27003442,ESCOLA MUNICIPAL DE EDUCACAO BASICA CASTRO ALVES
27003469,ESCOLA ESTADUAL DELMIRO GOUVEIA
27003485,ESCOLA MUNICIPAL DE EDUCACAO BASICA DR JOSE CORREIA FILHO
27003493,ESCOLA MUNICIPAL DE EDUCACAO BASICA ELISEU NORBERTO
27003515,ESCOLA ESTADUAL FRANCISCA ROSA DA COSTA
27003523,ESCOLA MUNICIPAL DE EDUCACAO BASICA GAUDENCIO MARTINS LISBOA
27003540,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAQUIM CORREIA E SILVA
27003558,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE BEZERRA DA SILVA
27003574,ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE ANCHIETA
27003582,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR MANOEL JOSE GOMES CALACA
27003590,ESCOLA MUNICIPAL DE EDUCACAO BASICA RAIMYSON SILVA NASCIMENTO
27003604,ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI BARBOSA
27003612,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO FRANCISCO
27003647,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CASINHA FELIZ
27003655,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA PINTO DE OLIVEIRA
27051048,ESCOLA DE EDUCACAO BASICA SANTA RITA
27051803,COOPERATIVA DOS PROFESSORES VICENTE DE MENEZES
27051811,ESCOLA DE EDUCACAO BASICA CANTINHO DO SABER
27052214,ESCOLA CRECHE CAMINHOS DO SABER
27052222,ESCOLA DE EDUCACAO BASICA SOSSEGO DA MAMAE
27052303,CRECHE ESCOLA PROFESSORA SUELY BRANDAO
27053105,ESCOLA JEITO DE NINAR - LTDA
27053881,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PREFEITO ROSALVO JOSE DE SOUZA
27053890,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA EMILIA DA SILVA
27054438,ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS
27054691,CENTRO EDUCACIONAL INFANTIL PROFESSORA NATERCIA SERPA DE MENEZES
27214796,ESCOLA DE 1º GRAU BE-A-BA
27214907,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA VIRGILIA BEZERRA DE LIMA
27217140,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL MOURA DE SOUZA
27217159,ESCOLA MUNICIPAL DE EDUCACAO BASICA PAZ E UNIAO
27217167,ESCOLA MUNICIPAL DE EDUCACAO BASICA JUVINIANO BEZERRA DE SOUZA
27218279,ESCOLA CRISTO REI
27218287,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOEMIA BANDEIRA DA SILVA
27218295,ESCOLA PSICOPEDAGOGICA MONS FERNANDO S VIEIRA
27218309,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ELIZABETH MARIA DE ARAUJO
27220150,ESCOLA MUNICIPAL DE EDUCACAO BASICA EUDOCIA VANDERLEI SANDES
27225364,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL MENEZES LIMA
