CO_ENTIDADE,NO_ENTIDADE
25028103,EEEFM ENEAS LEITE
25028324,EMEF FELIX PEREIRA DOS REIS
25028855,EMEF EPAMINONDAS DUARTE
25028936,EMEF SILVINO GONZAGA DE LIMA
25029134,EMEF JOAO NUNES VANDERLEY
25029177,EMEF JOSE BATISTA DO NASCIMENTO
25029398,EMEF MESSIAS SERAFIM DE LIMA
25029436,EMEF JOSE PEREIRA
25029525,EMEF CAPITAO JOAO MIGUEL DE FIGUEIREDO
25029533,EMEF JOSE PEREIRA FRADE
25102997,EMEF PAULINO JOSE DE FIGUEIREDO
25103032,EMEF OLEGARIO JOSE DE MELO
25105523,EMEF MANOEL FELIX BARBOSA
25119907,CRECHE MUNICIPAL BALAO MAGICO
