CO_ENTIDADE,NO_ENTIDADE
25062212,EMEIEF FRANCISCO BEZERRA DE MELO
25062220,ECI EEM MONSENHOR JOSE BORGES
25062239,EEEF ELIDIO SOBREIRA
25062247,EMEIEF ANTONIO SEBASTIAO DE OLIVEIRA
25062255,EMEIEF JOSE DONATO DE ARAUJO
25062263,EMEIEF MONSENHOR JOSE BORGES DE CARVALHO
25062271,EMEIEF PEDRO DA COSTA BEZERRA
25062298,EMEIEF SAO TOME
25062344,EMEIEF JOCA TORRES
25062387,EMEIEF JOAO BATISTA MENDES
25062395,EMEIEF JOAO DOMINGOS BATISTA
25062417,EMEIEF JOAQUIM VENANCIO DE ARAUJO
25062433,EMEIEF JOSE RODRIGUES COURA
25062441,EMEIEF MATIAS DONATO DE MARIA
25062476,EMEIEF PEDRO TAVARES
25062514,EMEIEF SANTO ANTONIO DE PADUA
25062530,EMEIEF DONA YAYA TAVARES
25062557,EMEF ANTONIO PEDRO DOS SANTOS
25119524,EMEF JUVINO SOBREIRA DE CARVALHO
25124730,ESCOLA VIRGEM DAS GRACAS
