CO_ENTIDADE,NO_ENTIDADE
26070073,CRECHE BRANCA DE NEVE
26070081,ESCOLA MUNICIPAL MAJOR JOAO MARQUES DE OLIVEIRA
26070090,ESCOLA DE REFERENCIA EM ENSINO MEDIO SEVERINO DE ANDRADE GUERRA
26070103,ESCOLA INTERMEDIARIA IRMA GABRIELLE ANDASCH
26070111,ESCOLA JOAO BARBOSA DE LUCENA
26070120,ESCOLA PINGO DE GENTE
26070146,GRUPO ESCOLAR MANOEL JOAO RODRIGUES DO NASCIMENTO
26070154,GRUPO ESCOLAR JOSEFA GAYAO PESSOA GUERRA
26070189,GRUPO ESCOLAR EDSON REGIS
26070197,GRUPO ESCOLAR ENEIDA ALVARES GAYAO
26070219,GRUPO ESCOLAR FLAVIO PESSOA GUERRA
26070227,GRUPO ESCOLAR HENRIQUE PEREIRA DE LUCENA
26070235,GRUPO ESCOLAR JOAO QUEIROZ
26070243,GRUPO ESCOLAR JOSE NILO
26141345,ESCOLA EDUCANDARIO CORACAO MATERNO
26190702,ESCOLA MUNICIPAL MARIA DE ALBUQUERQUE PIMENTEL
26281600,CENTRO DE TURMAS DO PETI-SITIO VITORIA
26281619,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS- SEDE
26342618,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS- MACHADINHO
