CO_ENTIDADE,NO_ENTIDADE
27010570,ESCOLA MUNICIPAL ENSINO FUND DEPUTADO ELISIO MAIA
27010589,ESCOLA MUL EDUC BASICA GERVASIO ZEFERINO DE SENA
27010597,ESCOLA MUNICIPAL EDUC BASICA IMACULADA CONCEICAO
27010600,ESCOLA MUNICIPAL EDUC BASICA JOAO LINO DE MEDEIROS
27010619,ESCOLA MUNICIPAL EDUCACAO BASICA JOSE CLEMENTE
27010635,ESCOLA MUNICIPAL EDUC BASICA LINO FRANCISCO
27010643,ESCOLA MUL EDUC BASICA JOAQUIM FRANCISCO DE MELO
27010660,ESCOLA MUNICIPAL EDUCACAO BASICA RENATO MACIEL
27010678,ESCOLA MUNICIPAL EDUCACAO BASICA SAO JOSE
27010694,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA ANA
27010708,ESCOLA MUNICIPAL EDUC BASICA STO ANTONIO DE PADUA
27010732,ESCOLA MUNICIPAL EDUCACAO BASICA SAO LUIZ
27010759,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE BEZERRA ROSA
27010767,ESCOLA ESTADUAL DE MONTEIROPOLIS
27050319,CRECHE ESCOLA ALZIRA DE MENDONCA MEDEIROS
27054381,CENTRO EDUCACIONAL INFANTIL ANDRE ALVES FEITOSA
27221202,ESCOLA MUNICIPAL EDUCACAO BASICA ALICE TORRES MONTEIRO
