CO_ENTIDADE,NO_ENTIDADE
27043550,COLEGIO MUNICIPAL ESTHER SOARES TORRES
27043592,COLEGIO NUNILA MACHADO -ROSAL
27043606,ESCOLA MUNICIPAL MARIO SOARES PALMEIRA
27043622,ESCOLA ESTADUAL ANA LINS
27043630,ESCOLA MUNICIPAL DR IRAMILTON LEITE
27043690,ESCOLA ESTADUAL TARCISIO SOARES PALMEIRA
27043843,ESCOLA MUNICIPAL RUI PALMEIRA
27043851,ESCOLA CONCEICAO LYRA
27044025,ESCOLA DE EDUCACAO BASICA CONSTRUTIVISTA
27044033,COLEGIO A CAMINHO DA VIDA
27044050,ESCOLA MUNICIPAL PROFESSORA MARIA ROSA
27044157,ESCOLA MUNICIPAL JOSE MARCOS DA ROCHA
27044165,ESCOLA MUNICIPAL PROFESSORA NOEMIA BASTOS
27044181,ESCOLA MUNICIPAL INTEGRAL DIONIZIA APRATTO TENORIO
27047601,IFAL - CAMPUS SAO MIGUEL DOS CAMPOS
27047610,ESCOLA MUNICIPAL PROFESSORA LINAURA LIMA DA SILVA
27047792,COLEGIO DOM BOSCO - SAO MIGUEL DOS CAMPOS
27048497,ESCOLA MUNICIPAL PROFESSORA MARIA NILDES ALVES DE MOURA
27049965,CRECHE MUNICIPAL PROFESSORA MARIA NEIDE GOUVEIA DE OLIVEIRA
27051196,CRECHE MUNICIPAL PROFESSORA LOURDES MARIA FERREIRA DOS SANTOS
27051412,CRECHE ESCOLA DE EDUCACAO BASICA EDUCAR
27051617,ESCOLA ESTADUAL PROFESSORA EDLEUZA OLIVEIRA DA SILVA
27052567,CRECHE ESCOLA ALEGRIA DO SABER
27053741,ESCOLA MUNICIPAL PROFESSORA ANA NERI MALHEIRO DE OLIVEIRA
27053938,CRECHE MUNICIPAL PASTORA MARIA DA CONCEICAO
27053970,CRECHE MUNICIPAL ELIZABETE QUINTELA CAVALCANTE
27054144,CRECHE MUNICIPAL PROFESSORA GILDA RAIMUNDO MARQUES DE SOUZA SANTOS
27054187,CENTRO PROFISSIONALIZANTE ANNA NERY
27054853,CEI PROFESSORA MARIA HILCA DE SA TEIXEIRA
27054861,CEI DECITE CAVALCANTE DE SA
27055132,COLEGIO IMACULADA CONCEICAO
27055280,ESCOLA DE EDUCACAO INFANTIL SONHO MEU
27215857,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO MIGUEL ARCANJO
27221733,ESCOLA MUNICIPAL LUZINETE E LINDALVA JATOBA
27226310,ESCOLA MUNICIPAL DESEMBARGADOR JOSE FERNANDO LIMA SOUZA
27226883,CRECHE MUNICIPAL JOSEFA BENEDITA DOS SANTOS
27233200,CRECHE MUNICIPAL DONA MARIA DOS SANTOS
27319016,ESCOLA MUNICIPAL PROFESSORA INEIDE NOGUEIRA ROCHA
27364011,COLEGIO BATISTA VIDA
