CO_ENTIDADE,NO_ENTIDADE
24010510,ESCOLA ESTADUAL CORONEL OVIDIO MONTENEGRO
24010529,ESCOLA ESTADUAL JOAO FRANCISCO DA COSTA
24010588,ESCOLA ESTADUAL MANOEL DE MELO MONTENEGRO ENSINO MEDIO EM TEMPO INTEGRAL
24010596,ESCOLA ESTADUAL MARIA DA GLORIA DE AZEVEDO LUNA
24010642,E M NELSON BORGES MONTENEGRO
24010669,ESCOLA MUNICIPAL FRANCISCO TARGINO NOBRE
24010685,ESCOLA MUNICIPAL PROFESSOR ANTONIO LEANDRO DE LIMA JUNIOR
24010715,EM FRANCISCO FLORENCIO LOPES
24010723,EM FRANCISCO SOARES DA COSTA
24010766,E M MANOEL IVO RIBEIRO
24010839,EXTERNAT0 NOSSA SENHORA DE LOURDES
24068730,ESCOLA PROFESSORA ELISA RIBEIRO DE OLIVEIRA
24074900,ESCOLA MUNICIPAL PROFESSORA JULIETA MOURA SOUZA
24080179,EM ADALBERTO NOBRE DE SIQUEIRA
24083062,ESCOLA MUNICIPAL CECILIA PEREIRA DOS SANTOS
24084328,IFRN - CAMPUS IPANGUACU
24086797,CENTRO DE EDUCACAO INFANTIL PROFESSORA ROSILDA RIBEIRO BARBALHO
24144223,ESCOLA MUNICIPAL PROFESSORA FRANCISCA DA SALETE RIBEIRO BARRETO
