CO_ENTIDADE,NO_ENTIDADE
25085859,EMEF DR ANTONIO ESTIGARRIBIA
25085867,EMEF DUSTAN S DE MIRANDA
25085875,EEEFM MATIAS FREIRE
25085883,EMEF ANTONIO AZEVEDO
25085921,EMEF CACIQUE M PEDRO CIRIACO
25085930,EMEF CACIQUE MANOEL SANTANA DOS SANTOS
25085948,EMEF MANOEL FERREIRA PADILHA
25085956,EMEF NAIDE SOARES DA SILVA
25085964,EMEF DR CARLOS RODRIGUES
25085972,EMEF JOAO BEZERRA FALCAO
25085980,EMEF CELINA FREIRE RODRIGUES
25085999,EMEF EUNICE BRANDAO
25086006,EMEF MARIA DAS DORES BORGES
25086014,EMEF PAULO EUFRASIO RODRIGUES
25101978,EEIEFM AKAJUTIBIRO
25103097,EMEF CENTRO SOCIAL SAO MIGUEL
25109480,CRECHE CURUMIM
25120778,EEIEFM PEDRO POTI
25120840,INSTITUTO INFANTIL IRENE MATIAS
25125281,EMEF JOAO EUGENIO BARBOSA
25126563,EMEIEF SAGRADO CORACAO DE JESUS
