CO_ENTIDADE,NO_ENTIDADE
26081970,ESCOLA GIRASSOL
26081997,ESCOLA MUNICIPAL JOSE ALVES DA SILVA
26082004,GRUPO ESCOLAR 7 DE SETEMBRO
26082012,ESCOLA MUNICIPAL SAO GERALDO
26082020,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE LINS DE FIGUEIREDO
26082039,ESCOLA MUNICIPAL DR MORAIS REGO
26082055,ESCOLA MUNICIPAL NOSSA SRA DO CARMO
26082063,ESCOLA MUNICIPAL PADRE CICERO
26082071,ESCOLA MUNICIPAL SANTA ISABEL
26082098,ESCOLA MUNICIPAL SAO JOSE
26082101,ESCOLA MUNICIPAL SANTA ANGELA
26082110,ESCOLA MUNICIPAL SANTA LUZIA
26082128,ESCOLA MUNICIPAL SANTA MARIA
26082144,ESCOLA MUNICIPAL SANTO ANTONIO
26082152,ESCOLA MUNICIPAL SANTO ANTONIO DE PADUA
26082179,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR FRANCISCO JOAQUIM DE BARROS CORREIA
26082187,ESCOLA MUNICIPAL 15 DE NOVEMBRO
26082209,ESCOLA MUNICIPAL ANTONIO FRANCISCO DE PAULA
26082217,GRUPO ESC CINCINATO MIGUEL DE ANDRADE
26082225,GRUPO ESCOLAR D JOAO DA MATA AMARAL
26082233,GRUPO ESCOLAR JOAO MAURICIO DE FARIAS
26082241,GRUPO ESCOLAR JOSE CONSTATINO DE MORAIS
26082250,ESCOLA MUNICIPAL MANOEL JACINTO DA SILVA
26082268,GRUPO ESCOLAR PEDRO BEZERRA SOBRINHO
26082276,GRUPO ESCOLAR SAO CIRILO
26082284,GRUPO ESC SEBASTIAO HENRIQUE DA SILVA
26082292,GRUPO ESC CONEGO SEBASTIAO RODRIGUES
26082306,GRUPO ESCOLAR MANOEL LICO DA FONSECA FALCAO
26082314,ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO
26082322,GRUPO ESCOLAR PROF JOSE ALVES MACHADO
26082330,GRUPO ESCOLAR ANTONIO TEIXEIRA DE BARROS
26082349,GRUPO ESCOLAR DIONISIO MACHADO ANEXO DA JOSE ALVES MACHADO
26082357,GRUPO ESCOLAR JOAO ANTONIO DE AMORIM
26082365,GRUPO ESC JOSE JOAQUIM FERREIRA DA SILVA
26082373,GRUPO ESCOLAR JOSE MIGUEL DE ANDRADE
26082390,GRUPO ESCOLAR DOM PEDRO II
26082403,GRUPO ESCOLAR MARIA DO CARMO ANDRADE
26082420,GRUPO ESCOLAR 28 DE JUNHO
26082438,GRUPO ESCOLAR DOM PEDRO I
26082446,ESCOLA MUNICIPAL ADALICE DINIZ MOURA
26082454,ESCOLA MUNICIPAL DUQUE DE CAXIAS
26082462,GRUPO ESCOLAR JOAQUIM NABUCO
26082470,GRUPO ESCOLAR MARIA DO SOCORRO LIMA
26082489,GRUPO ESCOLAR NOSSA SENHORA APARECIDA
26082497,GRUPO ESCOLAR SANTA ELISA
26082500,GRUPO ESCOLAR ZEFERINO MANOEL DE ASSUNCAO
26082519,GRUPO ESCOLAR ANTONIO GARCES
26082527,GRUPO ESCOLAR CASTRO ALVES
26082535,GRUPO ESCOLAR FELISMINO GUEDES
26082543,GRUPO ESCOLAR JOAO ANDRADE DE TORRES
26082551,GRUPO ESCOLAR LUCIO FERREIRA DE OMENA
26082560,GRUPO ESCOLAR MENINO JESUS
26082578,GRUPO ESCOLAR PADRE ANCHIETA
26082586,GRUPO ESCOLAR PIO XII
26082594,GRUPO ESCOLAR SANTO ANTONIO
26082608,GRUPO ESCOLAR SAO JOSE
26082632,GRUPO ESCOLAR JOAO PAULO I
26082640,GRUPO ESCOLAR PRESIDENTE KENNEDY
26082659,GRUPO ESCOLAR TIRADENTES
26132836,GRUPO ESCOLAR LUIS BEZERRA DE SOBRAL
26149958,ESCOLA CURUMIM
26158442,CRECHE MARIA DO CARMO VILACA
26158450,ESCOLA MUL PROFESSORA MARIA ALVES DA SILVA
26158604,ESC MUL PROFA MARIA DO SOCORRO RODRIGUES DA SILVA
26183536,ESCOLA TRACOS E LETRAS
26186608,CENTRO EDUCACIONAL MONS BERNARDINO CARVALHO
26188570,EDUCANDARIO ESPACO CRIANCA
