CO_ENTIDADE,NO_ENTIDADE
26063182,ESCOLA MUNICIPAL ESTER BENEVIDES GUEIROS
26063271,ESCOLA MUNICIPAL FELISMINO GUEDES
26063280,ESCOLA FRANCISCO DE ASSIS BARROS
26063310,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE LEITE BARROS
26063336,ESCOLA MUNICIPAL MANOEL MARTINS DE LIMA
26063360,ESCOLA MUNICIPAL PROFESSORA PORFIRIA DE ARAUJO
26063379,EMEI ESCOLA SAGRADO CORACAO DE JESUS
26063450,ESCOLA MUNICIPAL AMARO VIEIRA DO NASCIMENTO
26141590,ESCOLA MUNICIPAL VEREADOR ALBERTINO PEREIRA TEJO
26145723,ESCOLA MUNICIPAL JOSE QUARESMA DE LIMA
26154790,EDUCANDARIO AQUARELA DAS LETRAS
26166054,IESC - INSTITUTO EDUCACIONAL SANTA CLARA
26188937,ESCOLA MUNICIPAL PADRE PEDRO AGUIAR
26189488,ESCOLA MUNICIPAL RAIMUNDO NONATO DE QUEIROZ
26192039,COLEGIO INCENTIVO
26455722,ESPACO EDUCATIVO URBANO II MARIA LUIZA DA SILVA PEREIRA
