CO_ENTIDADE,NO_ENTIDADE
24050520,ESCOLA ESTADUAL RAIMUNDO DE OLIVEIRA
24050547,EM PROF CALIXTO VARELA DE ALBUQUERQUE FILHO
24050598,EM DOM MARCOLINO DANTAS
24050601,EM DUQUE DE CAXIAS ENS DE 1 GRAU
24050610,EM EVA VARELA CAVALCANTE
24050636,EM GERMANO GREGORIO DA SILVA NETO
24050660,E M JOSE ROMEIRO
24050695,EM PEDRO COSTA E SILVA
24050709,EM ESMERINO GOMES DE SOUZA
24050725,EM PROF MARIA DO CEU DE BARROS
24069744,ESCOLA ESTADUAL STOESSEL DE BRITO
24072117,EM DE SANTA ANA
24081175,CENTRO DE EDUCACAO INTEGRADA DE MARACAJAU - CEIMAR
24082201,CRECHE MUNICIPAL APRENDER EM BOAS MAOS
24082210,ESCOLA MUNICIPAL SAO JOSE
24083119,CRECHE M PROFESSORA MARIA DE LOURDES BARROS
24085880,FUNDACAO GRANDE HARMONIA
24086711,CENTRO EDUCACIONAL A ARCA DE NOE
24205214,CRECHE MUL NOVA VIDA II
24206210,CENTRO DE ATIVIDADES COMPLEMENTAR
24212202,CRECHE MUNICIPAL DE MARACAJAU
