CO_ENTIDADE,NO_ENTIDADE
26082667,ESCOLA DAVID GONCALVES
26082683,ESCOLA MUNICIPAL MARIA JUDITH DE ALBUQUERQUE
26082691,ESCOLA MINISTRO MARCOS DE BARROS FREIRE
26082705,ESCOLA MUL CLAUDIO LOPES DE CARVALHO
26082713,ESCOLA MUNICIPAL FIRMINO JOSE ALVES
26082730,ESCOLA MUNICIPAL MANOEL DAMASIO MONTEIRO
26082861,ESCOLA DE REFERENCIA EM ENSINO MEDIO LEOBALDO SOARES DA SILVA
26082870,ESCOLA MANOEL AFONSO DA SILVA
26148307,CRECHE MUNICIPAL TIA WALDJA
26162024,ESCOLINHA SABOR DA INFANCIA
26188805,ESCOLINHA EL SHADAY
26348624,ESCOLINHA ELOHIN
26529785,ESCOLA PROFª FRANCISDETE TENORIO DE HOLANDA SILVA
