CO_ENTIDADE,NO_ENTIDADE
25007548,COLEGIO DIOCESANO PADRE ROLIM
25007556,COLEGIO NOSSA SRª DE LOURDES
25007564,COLEGIO NOSSA SRA DO CARMO LTDA
25007580,COLEGIO ALTERNATIVO MASTER
25007602,EEIFM ARCO IRIS
25007718,EEEFM PROF MANOEL MANGUEIRA LIMA
25007726,ECI PROFESSOR CRISPIM COELHO
25007742,EEEF DOM MOISES COELHO
25007750,EMEIEF DESEMBARGADOR BOTO DE MENEZES
25007777,EMEIEF CEL JOAQUIM MATOS
25007785,ECIT CRISTIANO CARTAXO
25007807,EMEIEF JOAQUIM VICTOR JUREMA
25007840,EEEF MONSENHOR JOAO MILANES
25007904,EEEFM MONS CONSTANTINO VIEIRA
25007998,EMEIEF ANTONIO DE SOUSA DIAS
25008005,EMEIEF GABRIEL LUCINDO PEREIRA
25008030,EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE
25008137,EMEIEF AUGUSTO BERNARDINO DE SOUZA
25008145,EMEIEF CAROLINO DE SOUSA NETO
25008153,EMEIEF CECILIA ESTOLANO MEIRELES
25008188,EMEIEF COSTA E SILVA
25008293,EMEIEF JOAO FRANCISCO DE SOUZA
25008340,EMEIEF JOSE COSMO DE ABREU
25008374,EMEIEF JOSE LEITE ROLIM
25008382,EMEIEF JOSE MARTINS DE OLIVEIRA
25008412,EMEIEF LUIZ CARTAXO ROLIM
25008439,EMEIEF MANOEL GONCALVES DA SILVA
25008480,EMEIEF MATIAS DUARTE ROLIM
25008510,EMEIEF CRISPIM COELHO
25008641,EMEIEF VITAL ALVES DE FREITAS
25008846,EMEIEF MARIA GUIMARAES COELHO
25008927,ESCOLA MUNDO INFANTIL
25008935,ESCOLA VITORIA-REGIA
25008951,ESC PROFISSIONAL MONTE CARMELO
25008978,IFPB - CAMPUS CAJAZEIRAS
25009001,EMEIEF VITORIA BEZERRA
25009028,EMEIEF GALDINO PIRES FERREIRA
25009087,UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS
25009141,EMEIEF JOSE ANTONIO DO NASCIMENTO
25009150,EMEIEF JOSE ANTONIO DIAS
25106139,EMEIEF ANTONIO TABOSA RODRIGUES - CAIC
25111272,CRECHE FRANCISCA LEANDRO DE SOUSA
25112023,ESCOLA CHAPEUZINHO VERMELHO
25114018,EMEIEF IRMA NIRVANDA LEITE ROLIM
25117360,ESCOLA MENINO MALUQUINHO
25117424,ESCOLA SORRISO INFANTIL
25119494,DEFINICAO COLEGIO E CURSO
25119508,CENTRO EDUCACIONAL IMACULADA CONCEICAO
25122924,CRECHE NOSSA SENHORA DA PIEDADE
25125702,INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA
25126431,SESC LER CAJAZEIRAS
25127969,CRECHE SAO JOSE
25128680,CRECHE SANTA TEREZINHA DO MENINO JESUS
25129007,EDUCANDARIO PASSOS FIRMES
25129295,ECIT PROFESSORA NICEA CLAUDINO PINHEIRO
25129325,EEEFM ARIANO VILAR SUASSUNA
25129821,COLEGIO E CURSO MULTIPLA ESCOLHA
25133110,ESCOLA BRINCANDO E APRENDENDO
25133179,CRECHE NOSSA SENHORA DOS REMEDIOS
25301950,EDUCANDARIO SONHO MEU
25302922,MASTERS GOLD COLEGIO E CURSO
