CO_ENTIDADE,NO_ENTIDADE
25067826,CRECHE DO CRUZEIRO
25067834,CRECHE SANTO ANTONIO
25067842,EMEF PROFESSOR MOACIR DE ALBUQUERQUE
25067869,ECI EEFM ODILON NELSON DANTAS
25067885,ESC MUL ESTELINA LEOPOLDINA
25067893,ESC MUL JUSCELINO KUBITSCHEK
25067940,GR ESC MUL CAROLINA DE FARIAS PIMENTEL
25067966,GRUPO ESCOLAR MUNICIPAL HILDA NEVES DE LUCENA
25067974,GR ESC MUL HORACIO MONTENEGRO
25067990,GR ESC MUL GERALDO LEITE MORAIS
25068016,GR ESC MUL JOSE TOMAZ DE AQUINO
25068024,GR ESC MUL EMIDIO MADRUGA
