CO_ENTIDADE,NO_ENTIDADE
26101971,ESCOLA MUNICIPAL VITAL BRASIL
26101980,ESCOLA MUNICIPAL DR ARTHUR ORLANDO DE ANDRADE BEZERRA
26102013,ESCOLA MUNICIPAL IDALINA FIGUEIREDO
26102048,ESCOLA MUNICIPAL MIGUEL SANTOS
26102056,ESCOLA MUNICIPAL SANTO ANTONIO
26102080,ESCOLA MUNICIPAL DE VISGUEIRO
26102110,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26102137,ESCOLA MUNICIPAL OSWALDO CRUZ
26102153,ESCOLA DE REFERENCIA EM ENSINO MEDIO ELISA MARQUES DE ASSIS
26102161,ESCOLA MUNICIPAL SAGRADA FAMILIA
26102170,ESCOLA MUNICIPAL SANTA MARIA
26102188,ESCOLA MUNICIPAL UNIDADE DE RIQUEZA
26102200,GRUPO ESCOLAR JOAO MURILO DE OLIVEIRA
26157896,ESCOLA PATO DONALD
26157926,ESCOLA DO MICKEI
26157934,ESCOLA ESTACAO CRIANCA
26167280,ESCOLA MUNICIPAL JOSE JOAQUIM DE SANTANA
26178770,ESCOLA NOSSA SENHORA DO CARMO
26190397,ESCOLA TURMA DA MONICA
