CO_ENTIDADE,NO_ENTIDADE
24013595,ESCOLA ESTADUAL CORONEL FERNANDES
24013617,ESCOLA ESTADUAL MARIANA CAVALCANTI
24013730,UNIDADE DE ENSINO III HERMOGENES BATISTA
24013811,UNIDADE DE ENSINO II PE RAIMUNDO OSVALDO ROCHA
24013838,ESC MUL PROF DUBAS
24013935,UNIDADE DE ENSINO VIII OSORIO BEZERRA DE SOUSA
24013978,UNIDADE DE ENSINO VI MARIA UMBELINA
24013986,PRE ESCOLAR MUL MENINO JESUS DE PRAGA
24014052,CRECHE PRE ESCOLA S FRANCISCO DAS CHAGAS
24014060,ESCOLA ESTADUAL ZEO FERNANDES
24014109,CRECHE PRE ESCOLA N S DO CARMO
24014133,UNIDADE DE ENSINO IV JOSE PAULINO DA COSTA
24014150,UNIDADE DE ENSINO I RAFAEL GOMES DE LIMA
24014168,UNIDADE DE ENSINO X SAO FRANCISCO
24014222,CRECHE E PRE ESCOLA SAO PEDRO
24066575,CRECHE E PRE ESCOLAR RAFAEL GOMES DE LIMA
24067555,CRECHE E PRE-ESCOLA SENHORA SANTANA
24067563,CRECHE E PRE ESCOLA SANTO ANTONIO
24068713,CRECHE PRE ESCOLAR SOL NASCENTE
24071765,COLEGIO MUNICIPAL PE OSVALDO
24080683,CRECHE PRE ESCOLA MARIA DO ESPIRITO SANTO
24085448,ESCOLA MUNICIPAL PROF MARIA FONTES ROCHA
24183202,ESCOLA BEM ME QUER EDUCACAO INFANTIL E FUNDAMENTAL
24199206,CENTRO DE CONVIVENCIA - CRAS
24321303,EDUCANDARIO RAIZES DO SABER
