CO_ENTIDADE,NO_ENTIDADE
26047462,ESCOLA ARNAU TENORIO HOLANDA
26047470,ESCOLA JOSE FLORENCIO
26047500,ESCOLA ANTONIO DE MOURA CAVALCANTI
26047551,ESCOLA JOSE ELIAS DA SILVA
26047560,ESCOLA MUNICIPAL JOAO BATISTA CORDEIRO VAZ
26047594,ESCOLA JOAO SOARES NEIVA
26047608,ESCOLA JOAQUIM TENORIO DA SILVA
26047624,ESCOLA LIDIA TENORIO HOLANDA
26047659,ESCOLA LUZIA BEZERRA CAVALCANTI
26047683,ESCOLA MARIA CORDEIRO VAZ
26047730,ESCOLA PEDRO CAMPELO SALVIANO
26047748,ESCOLA PETRONILO TENORIO LIMA
26047756,ESCOLA SEVERINO RAFAEL JAPIASSU
26047764,ESCOLA SIGISMUNDO DINIZ ALBUQUERQUE
26047772,ESCOLA SITIO INGAZEIRA
26047837,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BRASILIANO DONINO DA COSTA LIMA
26047845,ESCOLA ANETE VALE DE OLIVEIRA
26047870,ESCOLA ANTONIO VANDEIRA DA SILVA
26047888,ESCOLA LOURENCO MELO CAVALCANTI
26047896,ESCOLA MARTA LUIZA GALINDO GOMES
26047900,ESCOLA PEDRO BELO MARIANO
26047918,ESCOLA JOAO GALINDO
26047950,ESCOLA DR LUIS DE FRANCA DA COSTA LIMA
26047977,ESCOLA FRANCISCA DA SILVA LIMA
26047993,ESCOLA JOSE FIRMO CAVALCANTI
26048000,ESCOLA JULIO TENORIO CAVALCANTI
26048078,ESCOLA AMALIA CAVALCANTI DA COSTA LIMA
26048167,ESCOLA ANTONIO BELO MARIANO
26048183,ESCOLA CELINA TENORIO VAZ
26048256,ESCOLA LOURENCO TENORIO VAZ FILHO
26048272,ESCOLA MARIA ALEXANDRINA BEZERRA
26048280,ESCOLA MARIA ALICE CAVALCANTI
26048299,ESCOLA OTILIA DE ALMEIDA
26048310,ESCOLA PEDRO BENICIO CAVALCANTI VAZ
26140098,ESCOLA MUNICIPAL JUCILEIDE DE BRITO FAUSTINO
26152398,ESCOLA ANTONIO MAGALHAES
26177633,ESCOLA LAPIS NA MAO
26180901,ESCOLA JOAQUIM CESARIO GUIMARAES
