CO_ENTIDADE,NO_ENTIDADE
24040428,ESCOLA ESTADUAL CORONEL MANOEL MEDEIROS I
24040436,ESCOLA ESTADUAL CORONEL MANOEL MEDEIROS II
24040444,ESCOLA ESTADUAL SEVERINA PONTES DE MEDEIROS
24040517,E ISOLADA PAULO ALIPIO DE PONTES
24040525,EM ANTERO ALVES PEREIRA
24040541,EM CLAUDIANO LUIS DE LIMA
24040568,EM DEP MARCILIO FURTADO
24040576,EM EMILIA TAVARES DE SOUZA
24040584,EM EMILIO GARRASTAZU MEDICI
24040665,EM JOSE CONFESSOR
24040673,EM JOSE DA COSTA MEDEIROS
24040703,EM JOSEFA TAVARES DE PONTES
24040711,EM LUIS GOMES BEZERRA
24040738,EM MANOEL GOMES BEZERRA
24040770,EM STA MARIA GORETE
24040789,EM ANTONIO HENRIQUE DE PONTES
24067997,CRECHE MUNICIPAL ERNANDES CEZAR FREIRE DA SILVA
24078654,EM JOSE FERREIRA DE ARAUJO
24246204,CENTRO DE ATIVIDADE COMPLEMENTAR
