CO_ENTIDADE,NO_ENTIDADE
26104172,EDUCANDARIO AMARO AMORIM DE LIMA
26104180,ESCOLA MUNICIPAL JOAO FRANCISCO DE MELO
26104229,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CARLOS JOSE DIAS DA SILVA
26104237,ESCOLA ROBERTO BEZERRA DE MELO JUNIOR
26104245,ESCOLA DE REFERENCIA EM ENSINO MEDIO SAO FRANCISCO DE ASSIS
26104253,ESCOLA MUNICIPAL ABREU DO UNA
26104261,ESCOLA MUNICIPAL DONA MARIA DE BRITO
26104270,ESCOLA MUNICIPAL LIVIO TENORIO
26104296,ESCOLA MUNICIPAL ESPIRITO SANTO
26104300,ESCOLA GISA
26104334,ESCOLA NOSSA SENHORA DO ROSARIO
26104342,ESCOLA VARZEA DO UNA
26104350,ESCOLA BIBLICA CRISTA
26145332,ESCOLA NOSSA SENHORA DO PERPETUO SOCORRO
26145359,EDUCANDARIO RAFAELA LETICIA
26145391,ESCOLA NOSSA SENHORA DA CONCEICAO
26145553,ESCOLA PROFESSORA T CRIST MELO DOS REIS
26160781,COLEGIO JOAQUIM SANTIAGO RAMOS
26165066,CASA DE APOIO A CRIANCA JANUARIA Mª DA CONCEICAO
26180820,ESCOLA MARIA DA GUIA
26181908,ESCOLA MUNICIPAL EM EDUCACAO INFANTIL VARZEA DO UNA
26182084,ESCOLA ESTADUAL JOSE RODRIGUES DE BARROS - MESTRE ZUZA
26191768,ESCOLA MUNICIPAL JUDITE MARIA DE ALMEIDA
26214601,ESCOLA MUNICIPAL SEVERINA NUNES DE ANDRADE
