CO_ENTIDADE,NO_ENTIDADE
25087975,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INDIGENA TEODOLINO SOARES DE LIMA
25087983,EEEIEF ISAURA SOARES DE LIMA
25088068,ESCOLA CIDADA INTEGRAL INDIO ANTONIO SINESIO DA SILVA
25088084,EMEF CACIQUE MANOEL FRANCISCO
25088092,ESC MUL DE TRAMATAIA
25088106,EMEF DEPUTADO EDUARDO FERREIRA
25088114,EMEF CACIQUE JOAO FRANCISCO BERNARDO
25088181,EMIEF MARECHAL CANDIDO RONDON
25088203,EMEF PREFEITO SEVERINO SILVA
25088467,EMEF PROFª RAIMUNDA SOARES DE LIMA
25088475,ESC MUL IRACEMA SOARES DE FARIAS
25088483,EMEF PROFª EMILIA GOMES DA SILVA
25108719,INSTITUTO SAO FRANCISCO DE ASSIS
25110195,EMEF INDIO JOSE GOMES DOS SANTOS
25111841,EEEF INDIGENA JOSE FERREIRA PADILHA
25120760,EEIEFM CACIQUE INIGUACU
25128809,EEIEF INDIO PEDRO MAXIMO DE LIMA
25129759,CRECHE E ESCOLA MUNICIPAL INFANTIL SEVERINA DAS DORES ALVES
25146009,EEEFM PROFESSORA CLAUDIA MARIA PEREIRA BARRETO
