CO_ENTIDADE,NO_ENTIDADE
24028428,EE ALBINO AVELINO ENS 1 GRAU
24028444,EE QUERUBINA SILVEIRA ENS FUND E MEDIO
24028460,ESCOLA MUNICIPAL AGNALDO DANTAS
24028479,ESCOLA MUNICIPAL CORONEL RUBENS PEREIRA
24028533,ESCOLA MUNICIPAL JOSE RODRIGUES DOS SANTOS
24028541,ESCOLA MUNICIPAL MANOEL BELMINO DOS SANTOS
24028550,ESCOLA MUNICIPAL MANOEL FELIX BARBOSA
24028592,ESCOLA MUNICIPAL PRESIDENTE MEDICE
24028630,ESCOLA MUNICIPAL SAO JORGE
24028657,ESCOLA MUNICIPAL SEBASTIANA ALVES NOGA
24028673,ESCOLA MUNICIPAL SANTO ANTONIO
24028711,ESCOLA MUNICIPAL BELMIRA VIANA
24076082,CENTRO EDUCACIONAL RODRIGUES NETO
24084697,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JARNIELE ALVES DA SILVA - CMEI
