CO_ENTIDADE,NO_ENTIDADE
24012424,ESCOLA ESTADUAL PROFESSOR JOSE PROSPERO
24012440,ESCOLA MUNICIPAL ADILIA TERTULINA DE FREITAS
24012459,ESCOLA MUNICIPAL ANTERO MARQUES DE LIMA
24012467,ESCOLA MUNICIPAL BARTOLOMEU
24012491,ESCOLA MUNICIPAL CAJAZEIRA TORTA
24012505,ESCOLA MUNICIPAL DR SEVERIANO
24012513,ESCOLA MUNICIPAL DR SEVERIANO - ENSINO FUNDAMENTAL E EJA
24012521,ESCOLA MUNICIPAL ESCOLASTICA NUNES DA SILVA
24012530,ESCOLA MUNICIPAL FRANCISCO ANTONIO DE AMORIM
24012548,ESCOLA MUNICIPAL FRANCISCO MULATO DE LIMA
24012564,ESCOLA MUNICIPAL GOV DIX SEPT ROSADO
24012572,ESCOLA MUNICIPAL JOAO AMARO
24012580,ESCOLA MUNICIPAL JOAQUIM MOREIRA DE CARVALHO
24012599,ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO DE CARVALHO
24012602,ESCOLA MUNICIPAL JOSE VICENTE DO REGO
24012610,ESCOLA MUNICIPAL LETICIA DIAS PESSOA
24012637,ESCOLA MUNICIPAL MARIA ALICE PESSOA
24012670,ESCOLA MUNICIPAL MAURICIO AURELIANO DE SOUZA
24012700,ESCOLA MUNICIPAL PROF JOSE REMIGIO DE FREITAS
24012742,ESCOLA MUNICIPAL VICENTE PEDRO
24064149,ESCOLA MUNICIPAL MESTRE JOAO VICENTE
24076244,CRECHE MUNICIPAL CHAPEUZINHO VERMELHO
24076252,CHECHE MUNICIPAL LUIZ ALBINO DA SILVA
24083844,ESCOLA MUNICIPAL MARIA DO CARMO DE SOUZA CHAVES
24083852,ESCOLA MUNICIPAL BELARMINO RODRIGUES DE SOUZA
24105201,ESCOLA MUNICIPAL MARIA ALMEIDA DE NEGREIROS
24196207,CENTRO DE ATIVIDADE COMPLEMENTAR
24213209,ESCOLA MUNICIPAL MATA REDONDA
