CO_ENTIDADE,NO_ENTIDADE
24026514,EE DAMIAO BARBOSA DE MORAIS ENS FUNDAMENTAL
24026522,EE PROFª JOANA HONORIO DA SILVEIRA MOURA
24026549,ESCOLA ESTADUAL JOSE RUFINO ENSINO FUNDAMENTAL E EJA
24026557,ESCOLA ESTADUAL PROFESSOR FRANCISCO VERAS
24026565,EE PROFª JULIA BARBOSA ENSINO FUNDAMENTAL
24026590,E ISOLADA PROF ROMULO WANDERLEY ENS FUNDAMENTAL
24026654,ESCOLA MUNICIPAL ESPEDITO ALVES ENSINO FUNDAMENTAL E EDUCACAO INFANTIL
24026697,EM MANOEL MARTINS ENSINO FUNDAMENTAL
24026700,EM MARIA ZELIA ENSINO FUNDAMENTAL
24026760,EM PROFª MARIA ODILA ENSINO FUNDAMENTAL
24026808,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JULIA AMELIA CRUZ
24026832,EM FRANCISCO ALEXANDRE LOPES ENSINO FUNDAMENTAL
24084530,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO FLOR DE CACTUS
24084913,PLENITUDE COMPLEXO EDUCACIONAL
24277312,EDUCANDARIO PADRE FELIX
