CO_ENTIDADE,NO_ENTIDADE
25089234,EMEIEF CECILIA ALVES DA FONSECA
25089250,ECI EEM JOSE LINS DO REGO
25089269,EEEF MARIA ALVES DE BRITO
25089293,EEEF DR JOSE MARIA
25089315,EMEIF JOAO DE JESUS MAURICIO
25089323,EMEIF PROFª MARIA TEREZA DA CONCEICAO
25089366,EMEIF PROF FRANCILEIDE DIAS DA COSTA
25089374,EMEIEF MARIA AUGUSTA DE BRITO
25089404,ESCOLA REUNIDAS NOTURNA MUNICIPAL
25089420,EMEIF ANTONIO MARINHO DOS SANTOS
25089455,EMEIF AUGUSTO MOUZINHO DE BRITO
25089463,EMEIEF ANISIO DA SILVA
25089471,EMEIEF VIRGINIO VELOSO BORGES
25089480,EMEIF ANTONIO JOSE DA COSTA
25089498,EMEIF MANOEL ALVES DE ARAUJO
25089528,INSTITUTO BATISTA EDWARD TROTT - IBET
25089536,INSTITUTO O PEQUENO SABIO
25119044,MODALIDADE DE CRECHE JOSE BENICIO DE ARAUJO
