CO_ENTIDADE,NO_ENTIDADE
25015869,ECITEEFM MONSENHOR VICENTE FREITAS
25015885,EEEFM JOAO DA MATA
25015893,EEEFM ARRUDA CAMARA
25016024,EEEF OITO DE JULHO
25016032,EEEF AMELIA MARIA DA LUZ
25016075,EEEF DE ESTRELO
25016083,EEEF DE MUNDO NOVO
25016156,EEEF SANTA MARIA
25016172,COLEGIO MENINO JESUS
25016318,GR ESC MUL CAJAZEIRAS DOS BATISTA
25016334,GR ESC MUL COATIBA
25016342,GR ESC MUL DE ARRUDA CAMARA
25016393,EMEF DE TRINCHEIRAS
25016407,GR ESC MUL HUMARI
25016440,EMEF PROFESSOR NEWTON SEIXAS
25016458,GR ESC MUL PITOMBEIRA
25016466,ESC MUN ENS FUND POETA BELARMINO DE FRANCA
25016482,GR ESC MUL SAO JOAO
25016539,EMEF FRANCISCO JOSE DE SANTANA
25016555,GR ESC MUL DE CACHOEIRA DE BAIXO
25016563,GR ESC MUL VARZEA COMPRIDA DOS OLIVEIRAS
25016598,GR ESC MUL VARZEA COMPRIDA DOS LEITES
25016679,GR ESC MUL DE FLORES
25016695,GR ESC MUL DE SAO PEDRO
25016806,GR ESC MUL DE CAPAO
25016989,EMEF MATILDE DE CASTRO BANDEIRA
25016997,INSTITUTO ROBERTA FERNANDES
25017039,GR ESC MUL GAMELEIRA
25106236,MARGARIDA PEREIRA DA SILVA
25106252,EMEF DE RETIRO
25106287,GR ESC MUL CANOAS
25106325,CRECHE GENTE INOCENTE
25106341,EMEI PSICOLOGO GILMAR PEREIRA TRIGUEIRO
25111213,GR ESC MUL VIDA NOVA
25112104,GR ESC MUL SAO JOAO II
25112937,EMEF MAE D AGUA
25113801,EMEF DECISAO
25113984,EMEF SAO BRAZ III
25117513,ESPACO EDUCACIONAL ARCO IRIS
25118560,EEEFM JOANA IVONILDES BANDEIRA
25118668,EMEF NOSSA SENHORA DO ROSARIO
25125362,ESCOLA PRINCIPIO DO SABER
25125753,INSTITUTO TECNOLOGICO DA PARAIBA LTDA - ITEC PB
25127330,EMEF JARIO VIEIRA FEITOSA
25128426,CRECHE IVANIL SALGADO DE ASSIS
25128795,NAPPE - NUCLEO DE ATENDIMENTO PSICOPEDAGOGICO AO ESTUDANTE
25131320,EMEF MARIA DO BOM SUCESSO DE LACERDA FERNANDES DONA CESSA
