CO_ENTIDADE,NO_ENTIDADE
26129680,CENTRO EDUCACIONAL CABENSE
26129701,COLEGIO E CURSO CASTRO ALVES
26129752,EDUCANDARIO TANCREDO NEVES
26129760,EDUCANDARIO NOSSA SENHORA DE FATIMA
26129795,ESCOLA MUNICIPAL CARMENCITA RAMOS CAVALCANTI
26129809,ESCOLA DESEMBARGADOR ALVARO SIMOES BARBOSA
26129817,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR ANTONIO DA SILVA GUIMARAES
26129825,ESCOLA MUNICIPAL DR CLAUDIO GUEIROS LEITE
26129833,ESCOLA MUNICIPAL DR HUMBERTO DA COSTA SOARES
26129841,ESCOLA MUNICIPAL DR PAULO DE AMORIM SALGADO
26129850,ESCOLA MUNICIPAL EDMAR MOURY FERNANDES
26129868,ESCOLA TECNICA ESTADUAL EPITACIO PESSOA
26129876,ESCOLA MUNICIPAL JOAQUIM NABUCO
26129884,ESCOLA JOSE BONIFACIO
26129892,ESCOLA MUNICIPAL JOSE CISNEIRO CAVALCANTI
26129922,ESCOLA DE REFERENCIA EM ENSINO MEDIO LUISA GUERRA
26129930,ESCOLA MUNICIPAL MANOEL MARIA CAETANO
26129949,ESCOLA MUNICIPAL MARIA MADALENA TABOSA LOPES
26129957,ESCOLA MUNICIPAL MARIA TEREZA MENEZES DE OLIVEIRA
26129965,ESCOLA MUNICIPAL ANIBAL CARDOSO
26129973,ESCOLA MUNICIPAL MINISTRO ANDRE CAVALCANTI
26129981,ESCOLA MUNICIPAL DR EUDES SOBRAL
26130009,ESCOLA MUNICIPAL PRESIDENTE TANCREDO DE ALMEIDA NEVES
26130017,ESCOLA MUNICIPAL PROFESSORA LUCIA FERREIRA SOARES
26130025,ESCOLA MUNICIPAL AMARO PE CAVALCANTI
26130033,ESCOLA MUNICIPAL ARMANDO JORGE SALES
26130050,ESC MUN PREFEITO JOAO BATISTA FERREIRA
26130076,ESCOLA MUNICIPAL MONTEIRO LOBATO
26130084,ESCOLA PARTICULAR SAO JOSE
26130092,ESCOLA PARTICULAR MUNDO MAGICO
26130106,ESCOLA PARTICULAR PEQUENO PRINCIPE
26130114,ESCOLA DE REFERENCIA EM ENSINO MEDIO PASTOR JOSE FLORENCIO RODRIGUES
26130130,COLEGIO E CURSO PONTUAL
26130149,ESCOLA DE REFERENCIA EM ENSINO MEDIO EMIDIO CAVALCANTI DE ALBUQUERQUE
26130157,ESCOLA MUNICIPAL JOSE PANTALEAO DUTRA JUNIOR
26130165,ESCOLA MUNICIPAL PROFESSORA GUIOMAR DE ALBUQUERQUE MARANHAO
26130173,ESCOLA PROFESSORA MARIA DE FATIMA BARROS
26130181,ESCOLA MUNICIPAL PONTE DOS CARVALHOS
26130203,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR FRANCISCO PESSOA DE QUEIROZ
26130211,ESCOLA PREF DIOMEDES FERREIRA DE MELO
26130238,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26130246,ESCOLA MUNICIPAL VEREADOR EDVALDO MARTINS
26130254,ESCOLA VEREADOR JOSE CASSIMIRO DA SILVA
26130262,ESCOLA MUNICIPAL VICENTE YANEZ PINZON
26130270,ESCOLA MUNICIPAL PROFESSOR JOSE JOAQUIM DE OLIVEIRA
26130289,ESCOLA MUNICIPAL PREFEITO VICENTE MENDES SILVA
26130300,ESCOLA MUNICIPAL EVANDRO CAVALCANTI
26130319,ESCOLA PROFESSOR NATANAEL BARBOSA MEDRADO
26130335,ESCOLA MUNICIPAL VEREADOR SEVERINO BEZERRA MARQUES
26130343,ESCOLA MUNICIPAL ANA MARIA
26130351,ESCOLA MUNICIPAL ARISTHEU FIGUEIREDO
26130360,ESCOLA BAMBI
26130386,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE RODRIGUES DE CARVALHO
26130394,ESCOLA MUNICIPAL ESTRELIANO DE SOUZA LEAO
26130408,ESCOLA MUNICIPAL JOAQUIM DE SOUZA LEAO
26130416,ESCOLA PROF ROSINALDO BARBOSA
26130440,ESCOLA MUNICIPAL RENATO PAULO DE SENA
26130459,ESCOLA MUNICIPAL VEREADOR GILBERTO FRAGOSO
26130467,ESCOLA MUNICIPAL PADRE HENRIQUE VIEIRA
26130483,ESCOLA MUNICIPAL PROFESSOR SETTE
26130491,ESCOLA MUNICIPAL VEREADOR JOSE PROCOPIO NASCIMENTO
26130505,ESCOLA MUNICIPAL CELMA BARROS CABRAL
26130513,ESCOLA MUNICIPAL PONTEZINHA
26130521,ESCOLA DE REFERENCIA EM ENSINO MEDIO ZUMBI DOS PALMARES
26130556,COLEGIO CASULO
26130580,EDUCANDARIO SAO FRANCISCO DE ASSIS
26130599,ESCOLA MUNICIPAL MARQUES DO RECIFE
26130602,ESCOLA JOSE PLESCH FERNANDES
26130610,ESCOLA PROF MARIA JOSE SUSSUARANA LAGES
26130629,ESCOLA PROFESSORA RAQUEL MORAES FRAGA
26130637,ESCOLA MUNICIPAL ADMINISTRADOR MANOEL VICTOR
26130645,ESCOLA ARCO IRIS
26130653,ESCOLA MUNICIPAL COMENDADOR ARTHUR HERMAN LUNDGREN
26130661,ESCOLA MUNICIPAL CONDE DA BOA VISTA
26130726,ESCOLA MUNICIPAL ENGENHO MATAS
26130734,ESCOLA MUNICIPAL MARIA LAURA DOS SANTOS
26130750,ESCOLA MUNICIPAL JOSE ALBERTO DE LIMA
26130777,ESCOLA MUNICIPAL PROFESSORA MARIA JOSE PAIVA
26130785,ESCOLA MUNICIPAL PROFESSORA CREMILDA MARIA SANTANA DE OLIVEIRA
26130807,ESCOLA MUNICIPAL PROFESSORA VICENCIA CONCEICAO
26130815,ESCOLA MUNICIPAL PAULO FREIRE
26130823,ESCOLA MUNICIPAL SENADOR PAULO GUERRA
26130882,ESCOLA MUNICIPAL DESEMBARGADOR JOAO PAES
26130890,ESCOLA MUNICIPAL DR RUI BARBOSA
26133164,ASSOCIACAO LAR DO AMANHA
26133318,ESCOLA MUNICIPAL JOSE RUFINO DE ARAUJO
26134415,ESCOLINHA MENINA FLOR
26134443,EDUCANDARIO SAO BARTOLOMEU
26134451,EDUCANDARIO SANTA CLARA
26137763,ESCOLA MUNICIPAL PROFESSOR MANOEL DAVI VIEIRA DA COSTA
26137780,ESCOLA MUNICIPAL PROFESSORA MARIA THAMAR LEITE DA FONSECA
26138018,ESCOLA MONTE SINAI
26138042,ESCOLA SANTA LUZIA
26138140,ESCOLA MUNICIPAL CAIC PREFEITO JOSE ALBERTO DE LIMA
26138417,EDUCANDARIO SANTA BARBARA
26138557,ESCOLA MUNICIPAL PROFESSORA ANGELICA MENDES
26138581,ESCOLA PROFESSORA MARIA VITORIA
26138670,ESCOLA MUNICIPAL JULIO CARNEIRO DE ALBUQUERQUE MARANHAO
26144794,ESCOLA DOUTOR FERNANDO DE ALBUQUERQUE MARANHAO
26147599,EDUCANDARIO ILANA CAVALCANTI
26147629,COLEGIO E CURSO CORACAO DE MARIA
26148153,COLEGIO NOSSA SENHORA DO BOM CONSELHO
26148170,ESCOLA MUNICIPAL ANTONIO LIMA DA SILVA
26148188,ESCOLA MUNICIPAL SANTO ANTONIO
26148196,ESCOLA MUNICIPAL JOSE CLARINDO GOMES
26153602,ESCOLA MUNICIPAL MANOEL NASCIMENTO SOUZA LEAO
26153610,ESCOLA MUNICIPAL DOUTOR JOAO LOPES
26153661,ESCOLA MUNICIPAL WOLNEY DA COSTA MACHADO
26153700,ESCOLA MUNICIPAL ARMINIO GUILHERME DOS SANTOS
26153718,ESCOLA MUNICIPAL PROFESSOR JASON BRANDAO DA SILVA
26153734,ESCOLA MUNICIPAL PROFESSOR ARIOSTO NUNES MARTINS
26153742,ESCOLA ESTADUAL MADRE IVA BEZERRA DE ARAUJO
26153750,ESCOLA MUNICIPAL VEREADOR JOAO CIRIACO DA SILVA
26154129,ESCOLA MUNICIPAL DR JOSE ROBERTO MONTEIRO
26154226,ESCOLA MUNICIPAL MADRE IVA BEZERRA DE ARAUJO
26154366,ESCOLA MUNICIPAL DR MARIVALDO BUREGIO DE LIMA
26157330,EDUCANDARIO OLAVO BILAC
26157667,ESCOLA MUNICIPAL MARIA EULINA DE FREITAS
26157691,ESCOLA MUNICIPAL ARMINIO DA PAZ
26159759,ESCOLA MUNICIPAL PROFESSORA LAURA RODRIGUES DA COSTA
26163420,ESCOLA PADRE LUIZ MARINO FALCAO LTDA
26163446,ASSOCIACAO COMUNITARIA DO LOTEAMENTO CIDADE GARAPU
26164272,CENTRO EDUCACIONAL PASSO A PASSO
26164280,GRUPO EDUCACIONAL VICENTE PINZON LTDA
26164302,EDUCANDARIO CRISTO REI
26167298,CENTRO EDUCACIONAL CONVIVER
26168820,SESI CABO
26171180,EDUCANDARIO BRASIL
26171198,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSORA MARIA EUGENIA LOPES GOMES
26171201,EDUCANDARIO SAO BARTOLOMEU
26177412,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA JOSEFA MIGUEL DA HORA
26177420,CENTRO DE EDUCACAO INFANTIL DA CHARNEQUINHA
26177439,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DE PONTEZINHA
26177447,CENTRO MUNICIPAL DE EDUCACAO INFANTIL - CHARNECA I
26178079,ESCOLA ESTADUAL FERNANDO SOARES LYRA
26178087,ESCOLA DE REFERENCIA EM ENSINO MEDIO CABO DE SANTO AGOSTINHO
26178362,CENTRO DE EDUCACAO INFANTIL SANTO ESTEVAO
26180600,EDUCANDARIO CASTELO DE CRISTAL
26182122,ESCOLA TECNICA SENAI CABO
26182939,DAMAR CURSOS TECNICOS LTDA
26182971,ESCOLA MUNICIPAL VEREADOR REGINALDO LORETO DA SILVA
26182980,CRECHE COMUNITARIA ACAO CONTRA A FOME DO CABO DE SANTO AGOSTINHO
26183072,CENTRO EDUCACIONAL NOVO TEMPO LTDA
26183366,COLEGIO COGNICAO
26183560,CEPEP CENTRO DE PROFISSIONALIZACAO E EDUCACAO DE PERNAMBUCO
26183803,CENTRO EDUCACIONAL MACHADO DE ASSIS
26183820,EDUCANDARIO AS TRES MARIAS
26184265,CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICA ALFONSO AMBROSIO
26184699,ESCOLA ESTADUAL COLETTE CATTA
26184770,IFPE - CAMPUS CABO DE SANTO AGOSTINHO
26185768,ESCOLA TECNICA ESTADUAL LUIZ ALVES LACERDA
26186896,PAIVA EDUCACIONAL SA
26187426,ESCOLA ENSEADA DOS CORAIS
26188562,EDUCANDARIO CRISTAO AGNES-DEI
26189240,EDUCANDARIO MARIA AUGUSTA
26190605,EDUCANDARIO PASSINHOS DO SABER
26190680,CRECHE CELINA DE HOLANDA CAVALCANTI DE ALBUQUERQUE
26190699,ESCOLA MUNICIPAL GOVERNADOR EDUARDO CAMPOS
26191342,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA SUELI MESQUITA
26191733,EDUCANDARIO NOVO HORIZONTE
26192411,ESCOLA MUNICIPAL NOVA DE PONTE DOS CARVALHOS
26192799,COLEGIO E CURSO MASTER JUNIOR
26199408,ASSOCIACAO DOS MORADORES DA VILA DOIS IRMAOS
26200007,CONSELHO DE MORADORES DE ROSARIO
26200805,ESCOLA MUNICIPAL PADRE ANTONIO MELO COSTA
26201402,ASSOCIACAO DOS MORADORES DA VILA ARMINIO DA PAZ
26201607,CENTRO COMUNITARIO ALTO DOS INDIOS
26202000,SOCIEDADE BENEFICENTE CASA DE MARIA
26202204,CONSELHO DE MORADORES ALTO DO COLEGIO
26202409,CENTRO DE SOLIDARIEDADE DOS MORADORES DE PONTEZINHA
26203200,CENTRO EDUCACIONAL PREFEITO ERONIDES FRANCISCO SOARES
26203804,CENTRO SOCIAL NOSSA SENHORA DE FATIMA
26204207,CENTRO COMUNITARIO CASSARI
26204606,ASSOCIACAO DAS MULHERES DO BAIRRO SAO FRANCISCO
26205203,ESPERANCA DO SABER
26206005,CONSELHO DOS MORADORES DE PIRAPAMA
26217805,CENTRO DE EDUCACAO INFANTIL DE PONTEZINHA II
26238608,ESCOLA MENINO JESUS
26291614,EDUCANDARIO CONSTRUINDO O SABER
26345617,COLEGIO E CURSO GABARITO
26379619,ESCOLA SORRISO DA CRIANCA
26413760,EDUCANDARIO NOVO HORIZONTE
26417731,COLEGIO ATLAS BRASIL
26434733,COLEGIO PENTECOSTAL
26474735,EDUCANDARIO MENINO JESUS
26475723,CRECHE MUNICIPAL LAR DA CRIANCA
26485745,EDUCANDARIO CRIANCA FELIZ LTDA
26525763,LAR DE CLARA
26525860,INSTITUTO CAMINHO DO SABER
26528746,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LUCIA FARIAS CABRAL ROMEU
26529777,ESCOLA MUNICIPAL PROFESSOR ANTONIO BENEDITO DA ROCHA
26532727,CENTRO MUNICIPAL DE EDUCACAO INFANTIL - CHARNECA II
26539713,COLEGIO E CURSO CORACAO DE MARIA UNIDADE II
26545721,ESCOLA MAGIA DO SABER
