CO_ENTIDADE,NO_ENTIDADE
26012324,ESC MUL INSPETOR MARTINHO DA MOTA E SA
26012332,COLEGIO MUNICIPAL DR ARCONCIO PEREIRA
26012359,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR WALMY CAMPOS BEZERRA
26012383,ESCOLA MUNICIPAL ANCILON ALVES GONDIM
26012650,ESCOLA MUNICIPAL JOAQUINA NUNES DE MOURA
26012693,ESCOLA MUNICIPAL JOSE DANTAS DE ARAUJO
26012731,ESCOLA MUNICIPAL JOSE PIRES DA SILVA
26012740,ESCOLA MUL JOSE PRUDENCIO DOS SANTOS
26012812,ESCOLA MUNICIPAL MANOEL BARBOSA DA SILVA
26012901,ESCOLA MUL MIGUEL HENRIQUE SOBRINHO
26012944,ESC MUL NORBERTO GOMES DOS SANTOS SIDE
26013142,ESCOLA MUNICIPAL VICENTE DE SOUZA FRANCA
26013185,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSOR MANOEL DE QUEIROZ
26013258,ESCOLA MUL JOAQUIM MARIANO DE MOURA
26013274,ESCOLA MUNICIPAL MANOEL NUNES MAGALHAES
26013282,ESCOLA MUNICIPAL MARIZINHA BARROS
26013436,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO NAPOLEAO ARAUJO
26137507,ESCOLA MUL EMIDIO FRANCISCO DA SILVA
26142910,ESCOLA DINAMICA
26154749,EDUCANDARIO SEI SISTEMA EDUCACIONAL IDEAL
26165503,ESCOLA MUL JOSE NUNES DE MAGALHAES
26181916,ESCOLA MUNICIPAL MANUELA FERNANDES DE ARAUJO LEAO
26181924,ESCOLA MUNICIPAL PROFESSORA VALDECI DE PAULA MENESES
26183170,COLEGIO CONEXAO
26183340,CRECHE MUNICIPAL JOSE NAPOLEAO ALBUQUERQUE SOBREIRA
26185113,ESCOLA TECNICA ESTADUAL PEDRO LEAO LEAL
26186640,ESCOLA MUNICIPAL MOIZES FLORENTINO DE MEDEIROS
26191156,ESCOLA MUNICIPAL MARIA JOSE NOBREGA DE FIGUEIREDO MOURA
26192314,ESCOLA MUNICIPAL FUTURO DA GENTE
