CO_ENTIDADE,NO_ENTIDADE
26086050,COLEGIO MUNICIPAL SAO MIGUEL
26086077,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO PESSOA SOUTO MAIOR
26086093,ESCOLA MIGUEL MANO DA SILVA
26086158,ESCOLA MUL ELEUZINE RIBEIRO DE ARRUDA
26086182,GR ESC MARECHAL ARTUR DA COSTA E SILVA
26086220,GRUPO ESC JOAQUIM BEZERRA DE VASCONCELOS
26086247,GRUPO ESCOLAR ROBERT KENNEDY
26086280,GRUPO ESCOLAR JOSEFA LIDIA DOS PRAZERES
26086298,GRUPO ESC MANOEL ANTONIO DE VASCONCELOS
26086328,GRUPO ESCOLAR CRUZEIRO DO OESTE
26086360,ESCOLA MUNICIPAL MARCOS DE BARROS FREIRE
26155117,COLEGIO MUN PROF GEORGE MIGUEL PEREIRA
26158612,CRECHE MARIA DA PAZ DE LIMA NEVES
26158710,ESCOLA MUL CENTRO COMUNITARIO SAO MIGUEL
26163004,PAVILHAO PROFESSORA EROTIDES PESSOA SOUTO MAIOR
26169258,ESCOLA GENTE INOCENTE
26182653,ESCOLA MUNDO NOVO
26183358,INSTITUTO ADVENTISTA PERNAMBUCANO DE ENSINO
