CO_ENTIDADE,NO_ENTIDADE
24052710,ESC DE ENSINO ESPECIAL ROSANGELA V DE FONSECA-APAE
24052728,CENTRO EDUCACIONAL PRE ESCOLAR LUIZ DA CAMARA CASCUDO
24052736,CRECHE PROFESSORA MARLIETE FREIRE DE MACEDO
24052744,CENTRO DE ED MUL PEDRO GOMES DE SOUZA
24052752,CENTRO DE ED R ALFREDO MESQUITA FILHO CERU
24052787,UFRN - ESCOLA AGRICOLA DE JUNDIAI
24052809,CRECHE MUNICIPAL INFANCIA FELIZ
24052825,ESCOLA MUNICIPAL SANTA ISABEL
24052841,CRECHE MUNICIPAL DAMIANA FRANCA RODRIGUES
24052876,EDUCANDARIO VENERA DANTAS DE MEDEIROS
24052884,ESCOLA ESTADUAL ALFREDO MESQUITA FILHO
24052892,ESCOLA ESTADUAL ARCELINA FERNANDES
24052914,ESCOLA ESTADUAL AUTA DE SOUZA
24052930,EE DE JUNDIAI ENSINO DE 1 GRAU
24052949,ESCOLA ESTADUAL DEPUTADO JESSE PINTO FREIRE FILHO
24052965,ESCOLA ESTADUAL DOUTOR JOAO CHAVES
24052973,ESCOLA ESTADUAL HENRIQUE CASTRICIANO DE SOUZA
24052981,ESCOLA ESTADUAL MARIA EMILIA DUARTE PEREIRA
24052990,ESCOLA ESTADUAL OTACILIO ALECRIM
24053007,ESCOLA ESTADUAL PROFESSOR PAULO NOBRE
24053031,E ISOLADA MARIA FERNANDES DO FORTE
24053040,E ISOLADA NAIR DE ANDRADE MESQUITA
24053090,EM ANTONIO CASSIANO DA COSTA
24053104,EM AUTA DE SOUZA
24053112,ESCOLA MUNICIPAL DAYSE HALL
24053139,EM DES VIRGILIO PACHECO DANTAS
24053147,EM DR ALFREDO LIRA
24053155,ESCOLA ESTADUAL DOUTOR SEVERIANO
24053163,EM ELVIRO XAVIER DE SOUZA
24053180,ESC MUL FABRICIO GOMES PEDROZA
24053201,EM FRANCISCA FERREIRA DA SILVA
24053210,EM FRANCISCO GENIVAL DA SILVA
24053236,EM IOLANDA CHAVES LUCENA
24053244,ESC MUL JESSE PINTO FREIRE
24053260,ESC MUL JOSE PINHEIRO BORGES
24053279,EM ANTONIA MARINHO
24053287,ESC MUL LUIS CURCIO MARINHO
24053295,ESC MUL LUIZ GABRIEL DA COSTA
24053309,EM MANOEL DUARTE FILHO
24053317,EM MANOEL SIMPLICIO DE ARAUJO
24053333,EM NAIR DE ANDRADE MESQUITA
24053350,EM PE JOAO MARIA
