CO_ENTIDADE,NO_ENTIDADE
26090007,CENTRO EDUC INTEG MANOEL ALVES BANDEIRA
26090031,ESCOLA MIRIAM PIMENTEL GUERRA
26090040,ESCOLA MUL PROFº JORGE CAMELO
26090058,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR FRANCISCO SIQUEIRA C DA CUNHA
26090074,ESCOLA CENTRO COMUNITARIO SAO FRANCISCO
26090090,ESCOLA DAGOBERTO LOBO
26090104,ESCOLA DR JOSE GONCALVES GUERRA
26090112,ESCOLA MUNICIPAL ERNESTO GEISEL
26090120,ESCOLA JOANA PINTO DE SOUZA
26090139,ESCOLA JOAQUIM LAPA
26090147,ESCOLA MINIMA ANA GUERRA
26090155,ESCOLA NOSSA SENHORA DE SANTANA
26145642,ESCOLA MUL PROFº AILTON BARBOSA DE LIMA
26158108,CRECHE NATALIA MARIA DA CONCEICAO
26165350,ESCOLA MUNICIPAL MANOEL ERNESTO DO REGO
26173000,EDUCANDARIO MARIA ALVES SOARES
26173018,COLEGIO FRUTO DA TERRA
26173026,COLEGIO PIMENTEL
