CO_ENTIDADE,NO_ENTIDADE
26025957,COLEGIO MUNICIPAL ERNESTO QUEIROZ
26025965,COL TECNICO JOAQUIM PEREIRA DA SILVA
26025973,ESCOLA MUNICIPAL CREUZA ARCOVERDE DE FREITAS CAVALCANTI
26025981,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL GENERAL JOAQUIM INACIO
26026007,ESCOLA MUNICIPAL ANFILOFIO FEITOSA
26026040,ESCOLA MUNICIPAL BARRO VERMELHO I
26026066,ESCOLA MUNICIPAL CICERO RODRIGUES DE AQUINO
26026112,ESCOLA MUNICIPAL URBANO RAFAEL DE REZENDE
26026139,ESCOLA MUNICIPAL EDINALDO VALERIANO DO AMARAL
26026155,ESCOLA MUNICIPAL FAZENDA GLORIA
26026163,ESCOLA MUNICIPAL FIRMINO ALVES DE GOIS
26026171,ESCOLA MUNICIPAL FIRMINO INACIO DE MEDEIROS
26026228,ESCOLA MUNICIPAL JOAO PAULO I
26026236,ESCOLA MUNICIPAL JOAO RODRIGUES FIGUEREDO
26026252,ESCOLA MUNICIPAL JOAQUIM BEZERRA DE MESSIAS
26026287,ESCOLA MUNICIPAL JOSE DE MOURA LEITE
26026295,ESCOLA MUNICIPAL JOSE LOURENCO DA SILVA
26026309,ESCOLA MUNICIPAL JOSE LUCIO ALVES
26026317,ESCOLA MUNICIPAL JOSE MADEIRO DE MOURA
26026368,ESCOLA MUNICIPAL LUIZ CRISTINO BEZERRA
26026384,ESCOLA MUNICIPAL MACHADO DE ASSIS
26026392,ESCOLA MUNICIPAL MANOEL RODRIGUES DE ALMEIDA
26026406,ESCOLA MUNICIPAL MARIA AUGUSTA
26026465,ESCOLA MUNICIPAL ANTONIO ALVES FIGUEIREDO
26026473,ESCOLA MUNICIPAL POSSIDONIO TENORIO DE MELO
26026490,ESCOLA MUNICIPAL ANTONIO RAFAEL DE REZENDE
26026503,ESCOLA MUNICIPAL JOSEFA PEREIRA DE ALMEIDA
26026538,ESCOLA MUNICIPAL SENADOR MARCOS FREIRE
26026546,ESCOLA MUNICIPAL SETE DE SETEMBRO
26026554,ESCOLA MUNICIPAL SEVERINA CAVALCANTI CABRAL
26026570,ESCOLA MUNICIPAL TERTULINA RAFAEL DE SIQUEIRA
26026589,ESCOLA MUNICIPAL HENRIQUE TENORIO DE MELO
26026597,ESCOLA MUNICIPAL BONSUCESSO
26026600,ESCOLA MUNICIPAL HENRIQUE RODRIGUES DE MELO
26026619,ESCOLA CARLOS DE OLIVEIRA LOBO
26026627,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE PEREIRA BURGOS
26026643,ESCOLA MUNICIPAL ELOI RODRIGUES DE MELO
26026678,ESCOLA MUNICIPAL ARMANDO WANDERLEY DA FONTE
26026686,ESCOLA MUNICIPAL MANOEL ALVES FIGUEIREDO
26026694,ESCOLA MUNICIPAL MANOEL LEANDRO DE MORAIS
26026708,ESCOLA MUNICIPAL RIACHO DO MEL
26026716,ESCOLA ALFREDO FELIX VENANCIO
26026724,ESCOLA MUNICIPAL ARNALDO PEREIRA SOBRINHO
26026732,ESCOLA MUNICIPAL EX DEP JOSE GOMES DE SA
26026740,ESCOLA MUNICIPAL FRANCISCO DOMINGOS DE REZENDE
26026759,ESCOLA MUNICIPAL JOSE CARDEAL BOAVENTURA
26026767,ESCOLA MUNICIPAL JOSE CORDEIRO DE ALMEIDA
26026775,ESCOLA MUNICIPAL JOSE HENRIQUE DE MELO
26026791,ESCOLA MUNICIPAL JOSE PEREIRA DA SILVA
26026805,ESCOLA MUNICIPAL JOSE RODRIGUES DE MORAIS
26026813,ESCOLA MUNICIPAL JOSE TENORIO DE MELO
26026830,ESCOLA MUNICIPAL MANOEL JOAQUIM DE MELO
26026848,ESCOLA MUNICIPAL MARIANO RODRIGUES DE MORAIS
26026856,ESCOLA MUNICIPAL REGINA MARIA GOMES
26026864,ESCOLA MUNICIPAL PROFESSORA JANAINA MERCIA FREIRE SILVA
26026872,CENTRO EDUCACIONAL ALCINDO AMADOR
26134268,ESCOLA MUNICIPAL JOAO BATISTA DO REGO
26135889,ESCOLA MUNICIPAL MANOEL RODRIGUES DA SILVA
26135894,ESCOLA MUNICIPAL JOSE RODRIGUES DE ALMEIDA
26135902,ESCOLA MUNICIPAL SAYONARA FEITOSA DA SILVA
26136567,ESCOLA MUNICIPAL LUIZ EPAMINONDAS FILHO
26140748,ESCOLA MUNICIPAL DO JUA
26141612,ESPACO EDUCACIONAL DESCOBRIR E CRIAR
26174510,ESCOLA NOSSA SENHORA AUXILIADORA
26174529,CENTRO EDUCACIONAL DALILA ANDRADE LIMA
26177641,CENTRO EDUCACIONAL LUIZA EMILIA DE MEDEIROS
26177650,ESCOLA MUNICIPAL MANOEL MOURA LEITE
26177668,ESCOLA MUNICIPAL DAS BAIXAS
26181649,ESCOLA DE REFERENCIA EM ENSINO MEDIO QUILOMBOLA VEREADORA ALZIRA TENORIO DO AMARAL
26188414,CRECHE MUNICIPAL PROFESSORA MARLENE SOUZA FEITOSA
26343614,CENTRO DE ATIVIDADE NOVA PETI
