CO_ENTIDADE,NO_ENTIDADE
25098632,ECIT IZAURA FALCAO DE CARVALHO
25098667,EMEFEJA AMERICO FALCAO
25098683,EMEFEJA ANTONIO AURELIO TEIXEIRA DE CARVALHO
25098691,EMEF AUGUSTO GUEDES DA COSTA
25098713,EMEFI EUGENIO DE SOUZA FALCAO
25098748,EMEFI JUVENCIO COELHO DE CARVALHO
25098756,EMEF OTTO ILLI
25107232,INSTITUTO EDUCACIONAL NOVA GERACAO
25111680,EMEFEJA ELINORA DORNELAS MONTEIRO
25114751,EMEFI LUIZ DE SOUZA FALCAO
25119966,CRECHE JESUS MENINO
25121367,ESCOLA AGAPE VISAO
25123211,EMEF MACOM LUIZ FRANCA SOBRINHO
25130773,ESCOLA MUNICIPAL PREFEITO ANTENOR LOPES FALCAO
25133098,INSTITUTO EDUCACIONAL PENIEL
25133411,INSTITUTO DE ENSINO JOSE CORDEIRO DO NASCIMENTO
25159801,ESCOLA DE ENSINO INFANTIL ARCO - IRIS
25274929,EMEFI GILBERTO INACIO DOS SANTOS
