CO_ENTIDADE,NO_ENTIDADE
27045986,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFº ERNANI DE FIGUEIREDO MAGALHAES
27045994,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA ANTONIA ROSA
27046001,ESCOLA MUNICIPALDE EDUCACAO BASICA JOSE IZIDORIO DA SILVA
27046010,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL ALEXANDRE COSTA
27046028,ESCOLA MUNICIPAL DE EDUCACAO BASICA ADEMARIO VIEIRA DANTAS
27046036,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANANIAS DE ASSUNCAO NERI
27046044,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO JOSE DA SILVA
27046052,ESCOLA MUNICIPAL DE EDUCACAO BASICA ARISTIDES FARIAS DOS SANTOS
27046079,ESCOLA MUNICIPAL DE EDUCACAO BASICA DEP JOSE DE OLIVEIRA COSTA
27046087,ESCOLA MUNICIPAL DE EDUCACAO BASICA DR JAIME LUSTOSA DE ALTAVILA
27046095,ESCOLA MUNICIPAL DE EDUCACAO BASICA EDUARDO MAGALHAES
27046109,ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANCISCO HIGINO
27046117,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE DA SILVA NERI
27046125,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL ACELINO
27046133,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL ANTONIO DE OLIVEIRA
27046141,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL FERREIRA
27046150,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL LUIZ DE FRANCA
27046168,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL RUFINO DOS SANTOS
27046176,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA APARECIDA
27046184,ESCOLA MUNICIPAL DE EDUCACAO BASICA PEDRO CICERO DA COSTA
27046206,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE DUTRA
27046214,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE TANCREDO DE ALMEIDA NEVES
27046222,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL LUIZ DE SANTANA GATO
27046230,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA ANGELITA DE OLIVEIRA SILVA
27046249,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO SEBASTIAO
27046257,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL DOS SANTOS ROCHA
27046265,ESCOLA ESTADUAL INDIGENA PAJE FRANCISCO QUEIROZ SUIRA
27046273,ESCOLA MUNICIPAL DE EDUCACAO BASICA DR JULIO FLORENCIO FILHO
27046281,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR JOAO VIEIRA
27046290,ESCOLA MUNICIPAL DE EDUCACAO BASICA PE HILDEBRANDO MENDES COSTA
27046303,ESCOLA ESTADUAL D SANTA BULHOES
27046311,ESCOLA ESTADUAL FIRMO DE CASTRO
27047989,ESCOLA MUNICIPAL DE DUCACAO INFANTIL MARIA PUREZA CALAZANS
27050106,COOPERATIVA EDUCACIONAL CRIANCA FELIZ
27218520,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DOM PEDRO II
27218538,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL Mª DA CONCEICAO DE BARROS TELES SILVA
27219739,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA ROSA DE JESUS
27225836,ESCOLA MUNICIPAL DE EDUCACAO BASICA ESTUDANTE LEANDRO DE ALMEIDA FERREIRA
27225933,ESCOLA MUNICIPAL DE EDUCACAO BASICA CLAUDETE DANTAS DE CASTRO
27226581,ESCOLA MUNICIPAL DE EDUCACAO BASICA PREFEITO JOSE PACHECO DA SILVA
27261000,ESCOLA SANTA TEREZINHA
