CO_ENTIDADE,NO_ENTIDADE
24000019,ESCOLA ESTADUAL PROFESSORA MARIA LAURETANEA ROLIM BEZERRA DO VALE
24000027,ESCOLA ESTADUAL DESEMBARGADOR SILVERIO SOARES
24000051,CENTRO DE EDUCACAO INFANTIL LUIZ BRENO
24000060,CEI JOANA ZELINDA
24000108,CRECHE SAO CRISTOVAO
24000116,CENTRO DE EDUCACAO INFANTIL SAO SEBASTIAO
24000124,EDUCANDARIO N S DOS NAVEGANTES
24000132,ESCOLA ESTADUAL CONEGO ISMAR FERNANDES DE QUEIROZ
24000140,ESCOLA ESTADUAL CONSELHEIRO BRITO GUERRA
24000159,ESCOLA MUNICIPAL ANTONIO GENTIL FERNANDES
24000175,ESCOLA ESTADUAL DOUTOR DAGMAR SABINO
24000191,ESCOLA ESTADUAL ELITA MONTE
24000213,ESCOLA ESTADUAL PROFESSORA ANTONIA GIRLANDE BRUNO DA SILVA
24000272,ESCOLA MUNICIPAL MARIA NORONHA FILGUEIRA
24000280,EM ALUIZIO ALVES
24000299,EM ANA DE SOUZA ROLIM
24000310,EM JOSE SOLON
24000337,EM FRANCISCO DA BORJA
24000345,EM HERCILIA NORONHA
24000361,EM MANOEL FILGUEIRA DOS SANTOS
24000370,EM PE JOAO MARIA
24000400,EM VALDECIR NUNES DA SILVA
24000442,EM SANTO EXPEDITO
24000469,EM VINGT ROSADO MAIA
24000477,EM PROF GERALDA CRUZ
24000485,JOSE VICENTE FILHO
24000493,INSTITUTO DANTAS MONTEIRO
24072281,CENTRO DE EDUCACAO ESPECIAL PROFESSORA MARIA LAURETANIA ROLIM BEZERRA DO VALE
24074853,EM NOSSA SENHORA AUXILIADORA
24079014,EM SANTO AMARO
24079022,EM JOSIMAR SOARES DE CARVALHO
24082392,CRECHE JULITA ALVES
24083747,CRECHE MUNICIPAL DANILO EZEQUIEL DE QUEIROZ
