CO_ENTIDADE,NO_ENTIDADE
25077090,CMPG NILA FERREIRA
25077104,COLEGIO JOAO XXIII
25077139,GR ESC SANTO ANTONIO
25077147,ECI EEFM JOANA EMILIA DA SILVA
25077163,EEEF FREI ALBERTO
25077180,GR ESC FRANCISCO JOAQUIM DO NASCIMENTO
25077287,GR ESC FRANCISCO DOS REIS
25077317,GR ESC MANOEL PEDRO DA SILVA
25077376,GR ESC NERCILIA MARIA DANTAS
25077392,GR ESC ANA MARIA DA CONCEICAO
25077406,GR ESC ANGELA MARIA DA CONCEICAO
25077414,GR ESC CASSIMIRO FRANCISCO VIEIRA
25077422,GR ESC CICERO RIBEIRO DA SILVA
25077430,GR ESC CURRAL VELHO
25077449,GR ESC ALEXANDRINA MARIA DA CONCEICAO
25077457,GR ESC FRANCISCO JOSE DO NASCIMENTO
25077465,GR ESC GUILHERMINA MARIA DE JESUS
25077473,GR ESC GUSTAVO JOAQUIM DA SILVA
25077481,GR ESC JOANINHA FERREIRA
25077490,GR ESC JOAO PEDRO DA SILVA
25077503,GR ESC JOAO TRAJANO DA SILVA
25077511,GR ESC JOSE INACIO TAVEIRA
25077520,GR ESC JOSE JOAQUIM DE SOUZA
25077538,GR ESC JOSE MARIA BARBOSA LEITE
25077546,GR ESC MANOEL FELIPE DOS SANTOS
25077589,GR ESC MARIA RODRIGUES DA SILVA
25077597,GR ESC MINANA TAVEIRA DE MACEDO
25077600,GR ESC SEBASTIAO TAVEIRA MACEDO
25077619,GR ESC SANTA JOANA DARC
25077627,GR ESC SANTINA MARIA DA CONCEICAO
25077635,GR ESC SAO JOSE
25077643,GR ESC SEBASTIAO BARBOSA DE MELO
25077651,GR ESC SEVERINO BARRETO DA SILVA
25077660,GR ESC ZACARIAS DIAS DE ARAUJO
25115707,CRECHE JOAO FRANCISCO DE MACEDO
25129929,CENTRO EDUCACIONAL PEQUENO APRENDIZ
25132547,CRECHE MUNICIPAL VITALINA CRUZ HERCULANO
25133616,COLEGIO E CURSO JOSE CRUZ E INFANTIL CASINHA FELIZ
