CO_ENTIDADE,NO_ENTIDADE
24028770,CRECHE PE SINVAL LAURENTINO
24028800,ESCOLA ESTADUAL CORONEL SILVINO BEZERRA
24028819,ESCOLA ESTADUAL TEONIA AMARAL
24028827,UNID ESC APRIGIO SOARES
24028851,UNID ESC CLEMENTE FRANCISCO
24028860,UNID ESC COSME DE ABREU
24028878,UNID ESC DANCAS
24028908,UNID ESC DR GETULIO VARGAS
24028959,UNIDADE ESCOLAR SAO JOSE
24028983,UNID ESC UMARI PRETO
24028991,ESCOLA MUNICIPAL DOMINGAS FRANCELINA
24029025,CONSELHO COMUNITARIO DE FLORANIA
24029068,CENTRO DE EDUCACAO INFANTIL SENHOR MENINO
24029114,UNIDADE ESCOLAR JOAO DA CRUZ
24029157,UNIDADE ESCOLAR INACIO JOSE DE AZEVEDO
24029262,UNIDADE ESCOLAR NOSSA SENHORA DAS GRACAS
24029289,UNIDADE ESCOLAR SANTA RITA
24029300,UNIDADE ESCOLAR SAO BENTO
24029327,UNIDADE ESCOLAR TEONIA AMARAL
24029343,UNIDADE ESCOLAR SAO SEBASTIAO
24029360,UNIDADE ESCOLAR SEVERINO OLIVEIRA
24063851,ESCOLA NOSSA SENHORA DAS GRACAS
24078620,ESCOLA MUNICIPAL FRANCISCA LEONISIA DA CRUZ
24082678,CENTRO EDUCACIONAL DO SABER
24084522,ESCOLA MUNICIPAL MACARIA GIFFONI DE MEDEIROS
24114200,CENTRO DE ATIVIDADES COMPLEMENTAR - PETI
