CO_ENTIDADE,NO_ENTIDADE
27041212,ESCOLA ESTADUAL RUI BARBOSA
27041352,ESCOLA MUNICIPAL DR GERALDO TENORIO SILVEIRA
27041360,ESCOLA MUNICIPAL PE JACKSON DO NASCIMENTO
27041387,ESCOLA MUNICIPAL PROFESSOR JOSE MEDEIROS
27041409,ESCOLA MUNICIPAL CICERO DA ROCHA SOBRINHO
27041417,ESCOLA MUNICIPAL DR FRANCISCO MELLO
27041450,ESCOLA MUNICIPAL AUGUSTINHO RIBEIRO
27041468,ESCOLA MUNICIPAL FREI DAMIAO
27041476,ESCOLA MUNICIPAL ED INFANTIL GOV DIVALDO SURUAGY
27041492,ESCOLA MUNICIPAL LUIZA DE OLIVEIRA SURUAGY
27041514,ESCOLA MUNICIPAL DR ULISSES BOTELHO
27041522,ESCOLA MUNICIPAL JOSE TENORIO DE ALBUQUERQUE LINS
27041549,ESCOLA MUNICIPAL ED INFANTIL MARLENE PEDROSA
27048691,ESCOLA MUNICIPAL DE ENS FUND NOSSA SENHORA DA PIEDADE
27051374,COLEGIO SAO MATHEUS
27055191,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DR LUIZ FERREIRA DE SOUZA
27216217,ESCOLA MUNICIPAL JOSE JOAQUIM DOS SANTOS
27216268,ESCOLA MUNICIPAL ANTONINO ZEFERINO DA SILVA
27216330,COLEGIO SAO PEDRO
27219720,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IMACULADA CONCEICAO
27230260,CENTRO MUNICIPAL DE EDUCACAO INFANTIL RITA BARROS DAMASO
27230279,CENTRO MUNICIPAL DE EDUCACAO INFANTIL OZANA CAVALCANTE
