CO_ENTIDADE,NO_ENTIDADE
27038629,ESCOLA ESTADUAL ROSALVO RIBEIRO
27040119,COLEGIO MUNICIPAL JUDITH PAIVA
27040240,ESCOLA ESTADUAL FERNANDINA MALTA
27040259,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA EVANDA CARNEIRO DE VASCONCELOS
27040267,CMEI PROFESSOR JOAO FERREIRA DA ROCHA
27040283,EMEF ESMERALDA FIGUEIREDO
27040291,EMEB JOAO PAULO II
27040305,ESCOLA DE ENSINO FUND JOSE GOMES DA SILVA
27040313,EMEB MARIETA LEAO
27040348,ESCOLA ESTADUAL SANTOS DUMONT
27040488,EMEB D PEDRO I
27040500,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DR GASTAO OITICICA
27040518,ESCOLA DE ENSINO FUND JOSE LOPES ACIOLI
27040534,ESCOLA DE EDUCACAO INFANTIL MAGNOLIA COUTINHO
27040542,EMEF PROFESSOR JOSE EDMILSON DE SOUZA
27040577,EMEF PROFESSORA EMILIA MILONES
27040593,EMEB RENATO JARSEN DE MELO
27040607,ESCOLA ESTADUAL PROFª DORALICE DA SILVA MOURA
27040674,EMEB JOSE BONIFACIO DE ANDRADA E SILVA
27040712,ESCOLA MUNICIPAL DE EDUCACAO BASICA ADELAIDE OITICICA LINS
27040720,EMEF INDUSTRIAL LUIGI BAUDUCCO
27040739,EMEB DALMARIO SOUZA
27040747,EMEB DR GUSTAVO PAIVA
27040755,ESCOLA ESTADUAL FRANCISCO LEAO
27040771,ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE
27040798,EMEF MACHADO DE ASSIS
27040801,EMEB MANOEL SOARES DE SOUZA
27040810,EMEB TERESA CRISTINA LINS DE SOUZA COSTA
27040828,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ODYLO ALVARES DE SOUZA
27040836,ESCOLA ESTADUAL OZORIA DE MOURA LIMA
27040844,CMEI PROFESSOR DERALDO CAMPOS
27040852,EMEB PROFESSOR POMPEU SARMENTO
27040860,ESCOLA ESTADUAL TABULEIRO DO PINTO
27040879,ESCOLA DE ENSINO FUNDAMENTAL SANTA CLOTILDE
27040909,CMEI PROFESSOR AQUINO COSTA JAPIASSU
27040917,ESCOLA DE EDUCACAO BASICA AGNUS DEI
27046990,ESCOLINHA SAO VICENTE DE PAULO
27049191,EMEB PROFESSORA IETE MELO MATHIAS
27049744,CENTRO EDUCACIONAL GAMALIEL
27050440,CENTRO EDUCACIONAL IMACULADA CONCEICAO
27050564,IFAL - CAMPUS RIO LARGO
27050971,ESCOLA RAIOS DE SOL
27051153,CENTRO DE EDUCACAO INFANTIL POUSADINHA DA VOVO
27051382,ESCOLINHA LER APRENDER
27051510,ESCOLA DE EDUCACAO BASICA AGAPE
27051536,ESCOLA SEMEAR
27051862,CMEI PROFESSORA RAILZA COSTA BARROS
27052265,CMEI MARIA JOSE BATISTA DA SILVA
27052605,ESCOLA DE EDUCACAO BASICA FUTURO
27052621,COLEGIO EVANGELICO GERACAO FUTURO
27052710,CMEI PEDRO SOARES CAVALCANTE
27052729,CRECHE MUNICIPAL JUARINA PINTO DA SILVA
27052737,CRECHE MUNICIPAL VOVO OZANA BEDA
27053016,ESCOLA DE EDUCACAO BASICA CANTINHO DO SABER
27053164,ESCOLA ARCA DAS CRIANCAS
27053350,CRECHE MUNICIPAL DR CELYRIO ADAMASTOR BARRETO ACCIOLY
27053709,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DESEMBARGADOR FRANCISCO WILDO LACERDA DANTAS
27054128,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL GONCALVES DA SILVA
27214699,EMEB PROFESSOR JOSE CARLOS DA SILVA
27214753,ESCOLA EDUCACAO ESPECIAL
27219887,EMEB LAPIS DE COR
27219917,ESCOLA DE EDUCACAO INFANTIL STº ANTONIO DE PADUA
27219925,CMEI HILZA DE PAIVA TORRES
27220060,CMEI PADRE PAULINO DE VAN RIJT
27220133,ESCOLA DE EDUCACAO INFANTIL PROFESSORA ZILDA AMANCIO
27220141,ESCOLA DE EDUCACAO INFANTIL DR ARMANDO SILVA
27220214,CENTRO EDUCACIONAL RENASCER
27226174,ESCOLA ESTADUAL PROFª CLAUDIZETE LIMA ELEUTERIO
27226697,COLEGIO ROSALVO FELIX
27226832,CMEI ODETE CORREIA ATAIDE
27226840,ESCOLA DE EDUCACAO INFANTIL JOSE CORREIA DA COSTA
27330010,CENTRO EDUCACIONAL NOVO ALVORECER
27353052,EMEF PREFEITO WALTER DORIA DE FIGUEIREDO
27355047,EMEB PROFESSORA MARLUCE LOPES CAVALCANTE
27359018,EMEB PROFESSOR GIVALDO MORAES SARMENTO
27359026,EMEF PROFESSORA ROSINEIDE TEREZA MARTINS DA CONCEICAO
27359034,EMEF PREFEITO ANTONIO LINS DE SOUZA
