CO_ENTIDADE,NO_ENTIDADE
27033759,ESCOLA MUNICIPAL AFRANIO SALGADO LAGES
27033775,ESCOLA MUNICIPAL PROFª JUCEDI ALVES BRAGA
27033805,ESCOLA MUNICIPAL LUIZ VERCOSA DE ALBUQUERQUE
27033821,ESCOLA MUNICIPAL PROFª MARIA JOSE DA SILVA
27033848,ESCOLA MUNICIPAL VIGARIO BELO
27033856,ESCOLA PRINCESA ISABEL
27033880,ESCOLA ESTADUAL FRANCISCO FALCAO
27033899,GRUPO ESCOLAR JAIME DE ALTAVILA
27033902,UNIDADE ESCOLAR PROF DIVALDO SURUAGY
27052923,ESCOLA DE EDUCACAO BASICA EMANUEL
27221660,CRECHE JOAO AMADEU
27221679,CRECHE MENINO JESUS DE PRAGA
27221695,CRECHE MANOEL INACIO DOS SANTOS
27221709,ESCOLA MUNICIPAL MONSENHOR VALENTE
27221768,CRECHE NOSSA SENHORA DA CONCEICAO
