CO_ENTIDADE,NO_ENTIDADE
26005743,ESCOLA MUNICIPAL HONORATO DE SOUZA MENDES
26007630,ESCOLA MUL ANSELMO CORDEIRO GUIMARAES
26007681,ESCOLA MUL JOAO TIBURCIO DA SILVEIRA
26007770,GRUPO ESCOLAR FAZENDA PIRANHA
26007797,GRUPO ESCOLAR ANTONIO FLORESTA
26007800,GRUPO ESCOLAR CLAUDEMIRO ALVES GUIMARAES
26007819,GRUPO ESCOLAR DR SERGIO FIGUEIREDO
26007983,GRUPO ESCOLAR EMIDIO A GUIMARAES
26180766,CRECHE MARIVALDO FERREIRA BENICIO
26181843,ESPACO EDUCATIVO PEDRO SIRINO DA SILVA
26184885,EDUCANDARIO JOAO CORDEIRO DE MELO
26186012,ESPACO EDUCATIVO MARIA AUXILIADORA BARBOSA COELHO
26187906,ESPACO EDUCATIVO ANTONIO ALFREDO DE SOUZA
26191245,ESCOLA MUNICIPAL DE REFERENCIA ADALGIZA DIAS
