CO_ENTIDADE,NO_ENTIDADE
26066610,ESCOLA MUNICIPAL SAO JOAO DO FERRAZ
26066653,ESCOLA MUNICIPAL SAO LUIZ
26066670,ESCOLA MUNICIPAL ABILIO PANTA DE QUEIROZ
26066726,ESCOLA MUNICIPAL PADRE ROCHA
26066734,ESCOLA MUNICIPAL PROFESSOR DOMINGOS PEREIRA
26066785,ESCOLA MUNICIPAL JOAQUIM GONCALVES PEDROSA
26066866,ESCOLA MUNICIPAL ANA MARIA
26066874,ESCOLA MUNICIPAL BERNARDO DAS CHAGAS
26066890,ESCOLA MUNICIPAL CAPITAO SEVERINO ALMEIDA
26066904,ESCOLA MUNICIPAL JOAQUIM BINO B DE SOUZA
26066912,ESCOLA MUNICIPAL JOAQUIM RIBEIRO OLIVEIRA
26066971,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26066998,ESCOLA MUNICIPAL PROFESSORA ODETE BEZERRA
26067013,ESCOLA MUNICIPAL SAO JUDAS TADEU
26146550,ESCOLA MUNICIPAL JOAQUIM FERREIRA DE MELO
26178370,ESCOLA MUNICIPAL IVAN MARCIO BEZERRA CAVALCANTI
26182645,CRECHE MUNICIPAL PROFESSORA ALICE SANTOS DE LIMA
26184044,CRECHE MUNICIPAL ANTONIO CARNEIRO DA SILVA
26191407,ESCOLA MUNICIPAL JOSE HELTER FERREIRA LEAL CORREA DE ARAUJO
26463717,CENTRO DE EDUCACAO INFANTIL MUNICIPAL MARIA ENEDINA DE MENEZES
