CO_ENTIDADE,NO_ENTIDADE
27020355,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSEFA DE SOUZA LIMA
27020363,ESCOLA MUNICIPAL DE EDUCACAO BASICA 22 DE JULHO
27020371,ESCOLA MUNICIPAL DE EDUCACAO BASICA 16 DE SETEMBRO
27020380,ESCOLA MUNICIPAL DE EDUCACAO BASICA 31 DE MAIO
27020401,ESCOLA MUNICIPAL DE EDUCACAO BASICA BOLIVAR FERRO
27020410,ESCOLA MUNICIPAL DE EDUCACAO BASICA CAMPOS SALES
27020436,ESCOLA MUNICIPAL DE EDUCACAO BASICA JUSCELINO KUBISTHEK
27020444,ESCOLA MUNICIPAL DE EDUCACAO BASICA LEOBINO JOSE DO NASCIMENTO
27020452,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE DUTRA
27020460,ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI BARBOSA
27020479,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR MANOEL JUVINIANO DOS SANTOS
27020517,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA EDELVITA DA SILVA
27020525,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA DOS MARTIRES SANTOS
27020541,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE MEDICI
27020568,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO ABILIO DE LIMA
27020576,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA DE FATIMA REGUEIRA PACHECO
27020584,ESCOLA MUNICIPAL DE EDUCACAO BASICA D PEDRO I
27020592,ESCOLA MUNICIPAL DE EDUCACAO BASICA DR DERALDO CAMPOS
27020606,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE ARNALDO PORFIRIO
27020614,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PADRE JOSE DOS SANTOS MOUSINHO
27020622,ESCOLA MUNICIPAL DE EDUCACAO BASICA JAIME DE ALTAVILA
27020630,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAQUIM NABUCO
27020649,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARECHAL CASTELO BRANCO
27020657,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRUDENTE DE MORAIS
27020665,ESCOLA DE ENSINO FUNDAMENTAL PROFESSORA MARIA JEILZA DE JESUS
27020681,ESCOLA MUNICIPAL DE EDUCACAO BASICA FREI DAMIAO
27020746,ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE ANCHIETA
27020762,ESCOLA MUNICIPAL DE EDUCACAO BASICA RODRIGUES ALVES
27020770,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR RICARDO VIEIRA DE LIMA
27047660,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR EXPEDITO PORFIRIO DOS SANTOS
27222993,ESCOLA MUNICIPAL DE EDUCACAO BASICA NATANAEL DA SILVA
27225518,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA QUEIROZ FERRO
27226344,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA DE FATIMA PACHECO
